,title,artist,region,year,stream,Rank
1107,I Don't Care (with Justin Bieber),Ed Sheeran,Denmark,2019,11185115,8
1108,Wow.,Post Malone,Denmark,2019,10609887,9
1109,Gonzo,Suspekt,Denmark,2019,9758079,10
1110,Blinding Lights,The Weeknd,Global,2020,1645923198,1
1111,Dance Monkey,Tones And I,Global,2020,1196397504,2
1112,Roses - Imanbek Remix,SAINt JHN,Global,2020,1040359432,3
1113,The Box,Roddy Ricch,Global,2020,1036463444,4
1114,Don't Start Now,Dua Lipa,Global,2020,1025910982,5
1115,ROCKSTAR (feat. Roddy Ricch),DaBaby,Global,2020,910011741,6
1116,Watermelon Sugar,Harry Styles,Global,2020,853568745,7
1117,Someone You Loved,Lewis Capaldi,Global,2020,787306360,8
1118,death bed (coffee for your head),"Powfu, beabadoobee",Global,2020,779015290,9
1119,Tusa,"KAROL G, Nicki Minaj",Global,2020,765223780,10
1120,Me Rehúso,Danny Ocean,Guatemala,2017,3514690,1
1121,Despacito (Featuring Daddy Yankee),Luis Fonsi,Guatemala,2017,2789398,2
1122,Otra vez (feat. J Balvin),Zion & Lennox,Guatemala,2017,2296109,3
1123,Shape of You,Ed Sheeran,Guatemala,2017,2272532,4
1124,Felices los 4,Maluma,Guatemala,2017,2218383,5
1125,Escápate Conmigo,"Wisin, Ozuna",Guatemala,2017,2196845,6
1126,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Guatemala,2017,2142076,7
1127,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Guatemala,2017,2073357,8
1128,El Amante,Nicky Jam,Guatemala,2017,2014509,9
1129,Sigo Extrañándote,J Balvin,Guatemala,2017,2010962,10
1130,Señorita,"Shawn Mendes, Camila Cabello",Hong Kong,2019,4649188,1
1131,bad guy,Billie Eilish,Hong Kong,2019,3172679,2
1132,7 rings,Ariana Grande,Hong Kong,2019,3146109,3
1133,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hong Kong,2019,2623292,4
1134,Shallow,"Lady Gaga, Bradley Cooper",Hong Kong,2019,2589198,5
1135,I Don't Care (with Justin Bieber),Ed Sheeran,Hong Kong,2019,2374640,6
1136,百年樹木,Hins Cheung,Hong Kong,2019,2363954,7
1137,Someone You Loved,Lewis Capaldi,Hong Kong,2019,2342541,8
1138,Beautiful People (feat. Khalid),Ed Sheeran,Hong Kong,2019,2334659,9
1139,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,Hong Kong,2019,2294791,10
1140,Ef ástin er hrein (feat. GDRN),Jón Jónsson,Iceland,2021,1163487,1
1141,Spurningar (feat. Páll Óskar),Birnir,Iceland,2021,1092919,2
1142,Ástrós (feat. BRÍET),Bubbi Morthens,Iceland,2021,1029618,3
1143,drivers license,Olivia Rodrigo,Iceland,2021,931173,4
1144,FLÝG UPP,Aron Can,Iceland,2021,909098,5
1145,Esjan,BRÍET,Iceland,2021,858748,6
1146,Rólegur Kúreki,BRÍET,Iceland,2021,856518,7
1147,good 4 u,Olivia Rodrigo,Iceland,2021,855422,8
1148,MONTERO (Call Me By Your Name),Lil Nas X,Iceland,2021,850924,9
1149,STAY (with Justin Bieber),The Kid LAROI,Iceland,2021,837082,10
1150,בית משוגעים,Ran Danker,Israel,2021,5690151,1
1151,שקיעות אדומות,Eden Hason,Israel,2021,5386465,2
1152,גדל לי קצת זקן,Eden Hason,Israel,2021,5163126,3
1153,רסיסים,Raviv Kaner,Israel,2021,5009278,4
1154,רוצה שלום,Raviv Kaner,Israel,2021,4906502,5
1155,MONTERO (Call Me By Your Name),Lil Nas X,Israel,2021,4767962,6
1156,אפס מאמץ,"Static & Ben El, Netta",Israel,2021,4575625,7
1157,Astronaut In The Ocean,Masked Wolf,Israel,2021,4162319,8
1158,סיבת הסיבות,Ishay Ribo,Israel,2021,3971362,9
1159,פסקול חיי,Omer Adam,Israel,2021,3911855,10
1160,Pretender,Official HIGE DANdism,Japan,2020,62606207,1
1161,夜に駆ける,YOASOBI,Japan,2020,61676641,2
1162,白日,King Gnu,Japan,2020,54674539,3
1163,香水,Eito,Japan,2020,47827872,4
1164,115万キロのフィルム,Official HIGE DANdism,Japan,2020,46741471,5
1165,紅蓮華,LiSA,Japan,2020,42677428,6
1166,裸の心,Aimyon,Japan,2020,38767941,7
1167,まちがいさがし,Masaki Suda,Japan,2020,38674714,8
1168,ノーダウト,Official HIGE DANdism,Japan,2020,38425468,9
1169,I Love...,Official HIGE DANdism,Japan,2020,38387711,10
1170,Heat Waves,Glass Animals,Latvia,2021,1085021,1
1171,I WANNA BE YOUR SLAVE,Måneskin,Latvia,2021,963829,2
1172,Beggin',Måneskin,Latvia,2021,946298,3
1173,MONTERO (Call Me By Your Name),Lil Nas X,Latvia,2021,935121,4
1174,Astronaut In The Ocean,Masked Wolf,Latvia,2021,868815,5
1175,ZITTI E BUONI,Måneskin,Latvia,2021,817129,6
1176,Levitating (feat. DaBaby),Dua Lipa,Latvia,2021,802278,7
1177,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Latvia,2021,794763,8
1178,Sweater Weather,The Neighbourhood,Latvia,2021,781267,9
1179,STAY (with Justin Bieber),The Kid LAROI,Latvia,2021,780003,10
1180,Someone You Loved,Lewis Capaldi,Malaysia,2020,10535182,1
1181,Before You Go,Lewis Capaldi,Malaysia,2020,10454204,2
1182,How You Like That,BLACKPINK,Malaysia,2020,9580812,3
1183,Blinding Lights,The Weeknd,Malaysia,2020,9462243,4
1184,Memories,Maroon 5,Malaysia,2020,9209196,5
1185,death bed (coffee for your head),"Powfu, beabadoobee",Malaysia,2020,9168111,6
1186,Stuck with U (with Justin Bieber),Ariana Grande,Malaysia,2020,9133264,7
1187,Falling,Trevor Daniel,Malaysia,2020,8883995,8
1188,Dance Monkey,Tones And I,Malaysia,2020,8668015,9
1189,Intentions (feat. Quavo),Justin Bieber,Malaysia,2020,8573675,10
1190,Calma - Remix,"Pedro Capó, Farruko",Mexico,2019,114108104,1
1191,Con Calma,"Daddy Yankee, Snow",Mexico,2019,112564715,2
1192,Callaita,"Bad Bunny, Tainy",Mexico,2019,112492472,3
1193,Te Vi,"Piso 21, Micro TDH",Mexico,2019,110004125,4
1194,Otro Trago,"Sech, Darell",Mexico,2019,105099726,5
1195,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Mexico,2019,99800379,6
1196,LA CANCIÓN,"J Balvin, Bad Bunny",Mexico,2019,99101490,7
1197,HP,Maluma,Mexico,2019,98241135,8
1198,Secreto,"Anuel AA, KAROL G",Mexico,2019,92699059,9
1199,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Mexico,2019,88927295,10
1200,Tusa,"KAROL G, Nicki Minaj",Mexico,2020,165377926,1
1201,Hawái,Maluma,Mexico,2020,146090702,2
1202,Blinding Lights,The Weeknd,Mexico,2020,144665106,3
1203,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Mexico,2020,130074137,4
1204,Dance Monkey,Tones And I,Mexico,2020,116293721,5
1205,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Mexico,2020,112189340,6
1206,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Mexico,2020,111461055,7
1207,Yo Perreo Sola,Bad Bunny,Mexico,2020,108393634,8
1208,Azul,J Balvin,Mexico,2020,102741465,9
1209,Si Veo a Tu Mamá,Bad Bunny,Mexico,2020,102712791,10
1210,Mghayer,ElGrandeToto,Morocco,2021,5995233,1
1211,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",Morocco,2021,4960589,2
1212,Nadi Canadi,Tagne,Morocco,2021,4249156,3
1213,7ali Ya 7ali,Inkonnu,Morocco,2021,3511116,4
1214,Haram (Pablo II),ElGrandeToto,Morocco,2021,3223319,5
1215,ALOHA!,ElGrandeToto,Morocco,2021,3131476,6
1216,Zahri,Inkonnu,Morocco,2021,2560122,7
1217,Thezz (feat. Smallx),ElGrandeToto,Morocco,2021,2528387,8
1218,Moral,"Inkonnu, Nouvo",Morocco,2021,2495323,9
1219,Obscurité (feat. Hamza),ElGrandeToto,Morocco,2021,2484206,10
1220,Svag,Victor Leksell,Norway,2020,31718942,1
1221,Blinding Lights,The Weeknd,Norway,2020,31338726,2
1222,Roses - Imanbek Remix,SAINt JHN,Norway,2020,19741284,3
1223,Dance Monkey,Tones And I,Norway,2020,16964208,4
1224,ROCKSTAR (feat. Roddy Ricch),DaBaby,Norway,2020,16074038,5
1225,Haugenstua,Herman Flesvig,Norway,2020,15598509,6
1226,Someone You Loved,Lewis Capaldi,Norway,2020,15330623,7
1227,Mood (feat. iann dior),24kGoldn,Norway,2020,14527283,8
1228,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Norway,2020,14397005,9
1229,Salt,Ava Max,Norway,2020,14197628,10
1230,bad guy,Billie Eilish,Poland,2019,17465178,1
1231,Język ciała,"Tymek, Big Scythe",Poland,2019,16979354,2
1232,hot coffee,schafter,Poland,2019,15478837,3
1233,Rainman,"Tymek, Trill Pem, TEDE",Poland,2019,15232598,4
1234,Chłopaki nie płaczą,"Bedoes, Kubi Producent, Taco Hemingway",Poland,2019,14584300,5
1235,Trofea,Dawid Podsiadło,Poland,2019,13841107,6
1236,Señorita,"Shawn Mendes, Camila Cabello",Poland,2019,13740404,7
1237,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło",Poland,2019,13533704,8
1238,Poza kontrolą,Tymek,Poland,2019,13135578,9
1239,Dance Monkey,Tones And I,Poland,2019,12526131,10
1240,God's Plan,Drake,Portugal,2018,5505314,1
1241,Devia Ir,Wet Bed Gang,Portugal,2018,5108026,2
1242,Amor de Verdade,"MC Kekel, MC Rita",Portugal,2018,5007171,3
1243,SAD!,XXXTENTACION,Portugal,2018,4483333,4
1244,Better Now,Post Malone,Portugal,2018,4013547,5
1245,Lucid Dreams,Juice WRLD,Portugal,2018,3824335,6
1246,Faz Gostoso,Blaya,Portugal,2018,3806669,7
1247,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Portugal,2018,3753978,8
1248,Mafiosa (feat. Caroliina),Lartiste,Portugal,2018,3704385,9
1249,In My Feelings,Drake,Portugal,2018,3610188,10
1250,Roses - Imanbek Remix,SAINt JHN,Romania,2020,2978152,1
1251,Blinding Lights,The Weeknd,Romania,2020,2876614,2
1252,The Box,Roddy Ricch,Romania,2020,2798498,3
1253,HIGHEST IN THE ROOM,Travis Scott,Romania,2020,2327776,4
1254,Miami Bici,Killa Fonic,Romania,2020,1999481,5
1255,Life Is Good (feat. Drake),Future,Romania,2020,1964774,6
1256,Godzilla (feat. Juice WRLD),Eminem,Romania,2020,1909262,7
1257,Falling,Trevor Daniel,Romania,2020,1863474,8
1258,goosebumps,Travis Scott,Romania,2020,1842083,9
1259,Blueberry Faygo,Lil Mosey,Romania,2020,1820650,10
1260,Shape of You,Ed Sheeran,Singapore,2017,15459198,1
1261,Something Just Like This,"The Chainsmokers, Coldplay",Singapore,2017,10984343,2
1262,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Singapore,2017,9340312,3
1263,Say You Won't Let Go,James Arthur,Singapore,2017,8280146,4
1264,Attention,Charlie Puth,Singapore,2017,7728790,5
1265,Perfect,Ed Sheeran,Singapore,2017,7248610,6
1266,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Singapore,2017,6803260,7
1267,That's What I Like,Bruno Mars,Singapore,2017,6590170,8
1268,It Ain't Me (with Selena Gomez),Kygo,Singapore,2017,6567948,9
1269,Scared to Be Lonely,"Martin Garrix, Dua Lipa",Singapore,2017,6528071,10
1270,STAY (with Justin Bieber),The Kid LAROI,South Africa,2021,3031435,1
1271,The Business,Tiësto,South Africa,2021,2997417,2
1272,Bad Habits,Ed Sheeran,South Africa,2021,2930186,3
1273,Umsebenzi Wethu,"Busta 929, Mpura, Zuma, Mr JazziQ, Lady Du, Reece Madlisa",South Africa,2021,2840287,4
1274,drivers license,Olivia Rodrigo,South Africa,2021,2734900,5
1275,Heat Waves,Glass Animals,South Africa,2021,2695171,6
1276,Blinding Lights,The Weeknd,South Africa,2021,2631883,7
1277,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,South Africa,2021,2502781,8
1278,John Wick,"De Mthuda, Sir Trill, Da Muziqal Chef",South Africa,2021,2478442,9
1279,Levitating (feat. DaBaby),Dua Lipa,South Africa,2021,2460176,10
1280,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,Taiwan,2021,13299270,1
1281,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,Taiwan,2021,11925095,2
1282,愛情你比我想的閣較偉大 -《當男人戀愛時》電影主題曲,EggPlantEgg,Taiwan,2021,11767472,3
1283,飞鸟和蝉,Ren Ran,Taiwan,2021,11757576,4
1284,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,Taiwan,2021,8768671,5
1285,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Taiwan,2021,7990195,6
1286,怎麼了,Eric Chou,Taiwan,2021,7849020,7
1287,STAY (with Justin Bieber),The Kid LAROI,Taiwan,2021,6824284,8
1288,我很好騙,Power Station,Taiwan,2021,6130806,9
1289,嚣张,En,Taiwan,2021,6119202,10
1290,Astronaut In The Ocean,Masked Wolf,Ukraine,2021,2781845,1
1291,I WANNA BE YOUR SLAVE,Måneskin,Ukraine,2021,2567831,2
1292,Дежавю,kizaru,Ukraine,2021,2557871,3
1293,MONTERO (Call Me By Your Name),Lil Nas X,Ukraine,2021,2453917,4
1294,ZITTI E BUONI,Måneskin,Ukraine,2021,2448267,5
1295,The Business,Tiësto,Ukraine,2021,2368788,6
1296,Кукла колдуна,Korol i Shut,Ukraine,2021,2284100,7
1297,Cristal & МОЁТ (feat. SODA LUV & blago white & OG Buda & MAYOT) - Remix,MORGENSHTERN,Ukraine,2021,2199966,8
1298,toxin,Benedixhion,Ukraine,2021,2153234,9
1299,Cristal & МОЁТ,MORGENSHTERN,Ukraine,2021,2148960,10
1300,Despacito (Featuring Daddy Yankee),Luis Fonsi,Argentina,2017,52806879,1
1301,Me Rehúso,Danny Ocean,Argentina,2017,48629774,2
1302,Felices los 4,Maluma,Argentina,2017,41431569,3
1303,Shape of You,Ed Sheeran,Argentina,2017,41015620,4
1304,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",Argentina,2017,34189523,5
1305,El Amante,Nicky Jam,Argentina,2017,33970853,6
1306,Reggaetón Lento (Bailemos),CNCO,Argentina,2017,32228187,7
1307,Escápate Conmigo,"Wisin, Ozuna",Argentina,2017,31748634,8
1308,La Rompe Corazones,"Daddy Yankee, Ozuna",Argentina,2017,30815863,9
1309,Otra vez (feat. J Balvin),Zion & Lennox,Argentina,2017,30381357,10
1310,Shape of You,Ed Sheeran,Austria,2017,5657482,1
1311,More Than You Know,Axwell /\ Ingrosso,Austria,2017,3408825,2
1312,Thunder,Imagine Dragons,Austria,2017,3396818,3
1313,Something Just Like This,"The Chainsmokers, Coldplay",Austria,2017,3112443,4
1314,Solo Dance,Martin Jensen,Austria,2017,2912454,5
1315,Believer,Imagine Dragons,Austria,2017,2852500,6
1316,It Ain't Me (with Selena Gomez),Kygo,Austria,2017,2796846,7
1317,OK,"Robin Schulz, James Blunt",Austria,2017,2747743,8
1318,Despacito (Featuring Daddy Yankee),Luis Fonsi,Austria,2017,2747120,9
1319,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Austria,2017,2695448,10
1320,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Bolivia,2019,3442067,1
1321,Otro Trago,"Sech, Darell",Bolivia,2019,3217999,2
1322,Callaita,"Bad Bunny, Tainy",Bolivia,2019,2956801,3
1323,Secreto,"Anuel AA, KAROL G",Bolivia,2019,2842385,4
1324,Con Calma,"Daddy Yankee, Snow",Bolivia,2019,2800968,5
1325,Te Vi,"Piso 21, Micro TDH",Bolivia,2019,2732427,6
1326,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Bolivia,2019,2680810,7
1327,LA CANCIÓN,"J Balvin, Bad Bunny",Bolivia,2019,2678177,8
1328,Adan y Eva,Paulo Londra,Bolivia,2019,2649261,9
1329,Calma - Remix,"Pedro Capó, Farruko",Bolivia,2019,2636970,10
1330,Propaganda - Ao Vivo,Jorge & Mateus,Brazil,2018,118875095,1
1331,Ao Vivo E A Cores,"Matheus & Kauan, Anitta",Brazil,2018,95452766,2
1332,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),"Anitta, Mc Zaac, Maejor",Brazil,2018,93682503,3
1333,Largado Às Traças - Ao Vivo,Zé Neto & Cristiano,Brazil,2018,89330429,4
1334,Ta Tum Tum,"MC Kevinho, Simone & Simaria",Brazil,2018,87566301,5
1335,Coladinha em Mim - Ao Vivo,"Gustavo Mioto, Anitta",Brazil,2018,85274190,6
1336,Fuleragem,MC WM,Brazil,2018,85205641,7
1337,Amor de Verdade,"MC Kekel, MC Rita",Brazil,2018,83372334,8
1338,Apelido Carinhoso,Gusttavo Lima,Brazil,2018,82661731,9
1339,Romance Com Safadeza,"Wesley Safadão, Anitta",Brazil,2018,81217448,10
1340,good 4 u,Olivia Rodrigo,Canada,2021,43465017,1
1341,STAY (with Justin Bieber),The Kid LAROI,Canada,2021,42687203,2
1342,drivers license,Olivia Rodrigo,Canada,2021,42631131,3
1343,Levitating (feat. DaBaby),Dua Lipa,Canada,2021,42502929,4
1344,MONTERO (Call Me By Your Name),Lil Nas X,Canada,2021,41270829,5
1345,Heat Waves,Glass Animals,Canada,2021,40982851,6
1346,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Canada,2021,39300161,7
1347,Kiss Me More (feat. SZA),Doja Cat,Canada,2021,36071087,8
1348,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Canada,2021,32367805,9
1349,Astronaut In The Ocean,Masked Wolf,Canada,2021,31501515,10
1350,DÁKITI,"Bad Bunny, Jhay Cortez",Colombia,2021,25048250,1
1351,Yonaguni,Bad Bunny,Colombia,2021,23362371,2
1352,Todo De Ti,Rauw Alejandro,Colombia,2021,20277511,3
1353,Bandido,"Myke Towers, Juhn",Colombia,2021,20045238,4
1354,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Colombia,2021,18115229,5
1355,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Colombia,2021,18008567,6
1356,Qué Más Pues?,"J Balvin, Maria Becerra",Colombia,2021,16697872,7
1357,CHIMBITA,"Feid, Sky Rompiendo",Colombia,2021,16362306,8
1358,Hawái,Maluma,Colombia,2021,15304917,9
1359,BICHOTA,KAROL G,Colombia,2021,14875041,10
1360,DÁKITI,"Bad Bunny, Jhay Cortez",Ecuador,2021,11492228,1
1361,Yonaguni,Bad Bunny,Ecuador,2021,11376946,2
1362,Todo De Ti,Rauw Alejandro,Ecuador,2021,10223457,3
1363,Bandido,"Myke Towers, Juhn",Ecuador,2021,8934727,4
1364,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",Ecuador,2021,8603609,5
1365,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Ecuador,2021,8296886,6
1366,Pareja Del Año,"Sebastian Yatra, Myke Towers",Ecuador,2021,8188724,7
1367,Qué Más Pues?,"J Balvin, Maria Becerra",Ecuador,2021,7737506,8
1368,BICHOTA,KAROL G,Ecuador,2021,6696469,9
1369,EL MAKINON,"KAROL G, Mariah Angeliq",Ecuador,2021,6233841,10
1370,Penelope (feat. Clever),william,Finland,2020,16476922,1
1371,Blinding Lights,The Weeknd,Finland,2020,14668630,2
1372,Hei rakas,BEHM,Finland,2020,11589205,3
1373,Epäröimättä hetkeekään,"Elastinen, Jenni Vartiainen",Finland,2020,9809560,4
1374,Frida,BEHM,Finland,2020,9499710,5
1375,Tässäkö tää oli? (feat. Leavings-Orkesteri),Arttu Wiskari,Finland,2020,9380269,6
1376,Tivolit,BEHM,Finland,2020,8417234,7
1377,Roses - Imanbek Remix,SAINt JHN,Finland,2020,7646516,8
1378,ROCKSTAR (feat. Roddy Ricch),DaBaby,Finland,2020,6961294,9
1379,Dance Monkey,Tones And I,Finland,2020,6404795,10
1380,Dark Side,Blind Channel,Finland,2021,10817753,1
1381,I WANNA BE YOUR SLAVE,Måneskin,Finland,2021,8580852,2
1382,Piilotan mun kyyneleet,Haloo Helsinki!,Finland,2021,8379707,3
1383,Vauhti kiihtyy (feat. Matti ja Teppo),Portion Boys,Finland,2021,8076290,4
1384,ZITTI E BUONI,Måneskin,Finland,2021,7740766,5
1385,Beggin',Måneskin,Finland,2021,7057050,6
1386,Frida,BEHM,Finland,2021,6827117,7
1387,MONTERO (Call Me By Your Name),Lil Nas X,Finland,2021,6755584,8
1388,Bad Habits,Ed Sheeran,Finland,2021,6740387,9
1389,STAY (with Justin Bieber),The Kid LAROI,Finland,2021,6577886,10
1390,Shape of You,Ed Sheeran,Global,2017,1479857019,1
1391,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Global,2017,908572590,2
1392,Despacito (Featuring Daddy Yankee),Luis Fonsi,Global,2017,739156409,3
1393,Something Just Like This,"The Chainsmokers, Coldplay",Global,2017,686471678,4
1394,HUMBLE.,Kendrick Lamar,Global,2017,650411808,5
1395,Unforgettable,"French Montana, Swae Lee",Global,2017,637483146,6
1396,It Ain't Me (with Selena Gomez),Kygo,Global,2017,601879018,7
1397,rockstar,"Post Malone, 21 Savage",Global,2017,594549415,8
1398,That's What I Like,Bruno Mars,Global,2017,573812722,9
1399,"""I Don’t Wanna Live Forever (Fifty Shades Darker) - From """"Fifty Shades Darker (Original Motion Picture Soundtrack)""""""","ZAYN, Taylor Swift",Global,2017,566712519,10
1400,NASA,"Rack, Saske",Greece,2021,8468623,1
1401,Mporei,"Mad Clip, Eleni Foureira, Skive",Greece,2021,5864219,2
1402,Voodoo,"Light, Hawk",Greece,2021,5631630,3
1403,Dokimase Ton,"Saske, Rack, Beyond",Greece,2021,5197374,4
1404,MONTERO (Call Me By Your Name),Lil Nas X,Greece,2021,4425292,5
1405,Diamanti,SNIK,Greece,2021,4377157,6
1406,COCO,"Trannos, Stanley",Greece,2021,4359396,7
1407,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",Greece,2021,4323253,8
1408,Kokaina,TOQUEL,Greece,2021,4194707,9
1409,Wet,"SNIK, TOQUEL, MG, GAMEBOY",Greece,2021,4179329,10
1410,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Iceland,2017,1568635,1
1411,Shape of You,Ed Sheeran,Iceland,2017,1473903,2
1412,Fullir Vasar,Aron Can,Iceland,2017,1310028,3
1413,B.O.B.A.,"JóiPé, Króli",Iceland,2017,1189707,4
1414,Ég Vil Það,"Chase Anthony, JóiPé",Iceland,2017,1160173,5
1415,Joey Cypher,"Joey Christ, Aron Can, Herra Hnetusmjör, Birnir",Iceland,2017,1001276,6
1416,HUMBLE.,Kendrick Lamar,Iceland,2017,974006,7
1417,Mask Off,Future,Iceland,2017,853050,8
1418,rockstar,"Post Malone, 21 Savage",Iceland,2017,840555,9
1419,Þetta má,"Emmsjé Gauti, Herra Hnetusmjör",Iceland,2017,830080,10
1420,Blinding Lights,The Weeknd,Iceland,2020,1972580,1
1421,Esjan,BRÍET,Iceland,2020,1584907,2
1422,Roses - Imanbek Remix,SAINt JHN,Iceland,2020,1128265,3
1423,Í kvöld er gigg,Ingó Veðurguð,Iceland,2020,1002780,4
1424,ROCKSTAR (feat. Roddy Ricch),DaBaby,Iceland,2020,946923,5
1425,Flýg (feat. Bubbi Morthens),Haki,Iceland,2020,905190,6
1426,The Box,Roddy Ricch,Iceland,2020,900900,7
1427,Think About Things,Daði Freyr,Iceland,2020,882590,8
1428,Dance Monkey,Tones And I,Iceland,2020,857260,9
1429,Malbik,"Emmsjé Gauti, Króli",Iceland,2020,856981,10
1430,Señorita,"Shawn Mendes, Camila Cabello",Indonesia,2019,52376276,1
1431,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Indonesia,2019,48700717,2
1432,Cinta Luar Biasa,Andmesh,Indonesia,2019,47949314,3
1433,I Love You 3000,Stephanie Poetri,Indonesia,2019,45468970,4
1434,Lily,"Alan Walker, K-391, Emelie Hollow",Indonesia,2019,40499354,5
1435,Tanpa Tergesa,Juicy Luicy,Indonesia,2019,39993250,6
1436,Hanya Rindu,Andmesh,Indonesia,2019,39855790,7
1437,I Don't Care (with Justin Bieber),Ed Sheeran,Indonesia,2019,39222324,8
1438,Adu Rayu,"Yovie Widianto, Tulus, Glenn Fredly",Indonesia,2019,39199002,9
1439,comethru,Jeremy Zucker,Indonesia,2019,36198987,10
1440,Señorita,"Shawn Mendes, Camila Cabello",Morocco,2019,452441,1
1441,Dance Monkey,Tones And I,Morocco,2019,410736,2
1442,Lalala,"Y2K, bbno$",Morocco,2019,380440,3
1443,Groupies,ElGrandeToto,Morocco,2019,311892,4
1444,bad guy,Billie Eilish,Morocco,2019,293619,5
1445,Albak Yemchi Lhalo,Hatim Ammor,Morocco,2019,293134,6
1446,Zemër,"Soolking, Dhurata Dora",Morocco,2019,288844,7
1447,HIGHEST IN THE ROOM,Travis Scott,Morocco,2019,280184,8
1448,Godzilla,Moro,Morocco,2019,277616,9
1449,Maghrebins,"Mister You, Balti",Morocco,2019,271517,10
1450,DÁKITI,"Bad Bunny, Jhay Cortez",Panama,2021,4396954,1
1451,Yonaguni,Bad Bunny,Panama,2021,4258440,2
1452,Bandido,"Myke Towers, Juhn",Panama,2021,4139331,3
