,title,artist,date,n
1494,"""Illegal Weapon 2.0 (From """"Street Dancer 3D"""")""","Jasmine Sandlas, Garry Sandhu, Tanishk Bagchi, Intense",2020-02,13
1495,EH BABA,Murda,2020-01,13
1496,Without You,高爾宣 OSN,2020-02,13
1497,Secukupnya,Hindia,2020-02,13
1498,J Lo,"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",2020-02,13
1499,Karantene,TIX,2020-04,13
1500,ทิ้งแต่เก็บ - เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ,The Toys,2019-12,13
1501,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,2020-02,13
1502,Fullir Vasar,Aron Can,2017-04,13
1503,Hors Série - RapRapRapRap,"ElGrandeToto, Draganov, Don Bigg, Khtek",2020-01,13
1504,Secukupnya,Hindia,2020-01,13
1505,Neinei,Attan,2017-03,13
1506,La Varrio (El Barrio),Gilli,2017-04,13
1507,Something Just Like This,"The Chainsmokers, Coldplay",2017-06,13
1508,Paradinha,Anitta,2017-07,13
1509,Symphony (feat. Zara Larsson),Clean Bandit,2017-03,13
1510,魚仔 - 電視劇<花甲男孩轉大人>主題曲,Crowd Lu,2017-06,13
1511,Senza Pagare VS T-Pain (feat. T-Pain),"J-AX, Fedez",2017-06,13
1512,Fetish (feat. Gucci Mane),Selena Gomez,2017-07,13
1513,SIRI,Shahyn,2021-07,13
1514,BETO,AlbertNbn,2020-11,13
1515,Mood (feat. iann dior),24kGoldn,2021-01,13
1516,Allenamento #4,Capo Plaza,2021-01,13
1517,Jerusalema (feat. Nomcebo Zikode),Master KG,2020-08,13
1518,Lonely (with benny blanco),Justin Bieber,2020-10,13
1519,Pyyntö - Vain elämää kausi 11,Jannika B,2020-11,13
1520,"Ele É Ele, Eu Sou Eu","Wesley Safadão, Os Barões Da Pisadinha",2021-01,13
1521,Designer Flow,Yzomandias,2020-11,13
1522,Billy Kid,"Reto, Kubi Producent",2020-09,13
1523,HKAYA,Snor,2021-07,13
1524,Mona Lisa,"Booba, JSX",2021-03,13
1525,Blijven Slapen,"Snelle, Maan",2021-05,13
1526,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,2021-05,13
1527,E先生 連環不幸事件,Edan 呂爵安,2021-05,13
1528,Fiołkowe Pole,"Sobel, Piotrek Lewandowski",2021-04,13
1529,Ibiza,"Benny Jamz, Gilli, KESI, B.O.C",2021-06,13
1530,一人之境 in C major,Terence Lam,2021-04,13
1531,Bonita,"J Balvin, Jowell & Randy",2017-10,13
1532,Szmata,Mata,2021-10,13
1533,CINDY,UZI,2021-10,13
1534,Here's Your Perfect,Jamie Miller,2021-08,13
1535,GHOST TOWN,Benson Boone,2021-11,13
1536,Hurricane,Kanye West,2021-09,13
1537,Corpo Sensual (feat. Mateus Carrilho),Pabllo Vittar,2017-10,13
1538,Deja Vu,SIMONA,2021-11,13
1539,Baby mama,"Scriptonite, Райда",2021-09,13
1540,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",2021-12,13
1541,Downtown,"Anitta, J Balvin",2017-12,13
1542,Explícale (feat. Bad Bunny),Yandel,2017-09,13
1543,Telika,"Konstantinos Argiros, Rack",2021-09,13
1544,Last Christmas,Wham!,2021-12,13
1545,Vai Lá Em Casa Hoje,"George Henrique & Rodrigo, Marília Mendonça",2021-12,13
1546,Last Christmas,Wham!,2017-12,13
1547,Jättiläinen,"Pyhimys, Aksel Kankaanranta",2018-01,13
1548,Szafir,"Mata, Trooh Hippi",2021-10,13
1549,ドライフラワー,優里,2021-10,13
1550,TDB,OBOY,2021-08,13
1551,ENZO FERRARI 2,"Petre Stefan, YNY Sebi",2021-10,13
1552,Bella,Wolfine,2018-03,12
1553,Was du Liebe nennst,Bausa,2018-02,12
1554,Mediterranea,Irama,2020-06,12
1555,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",2020-06,12
1556,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,2020-06,12
1557,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,2020-06,12
1558,Heyecanı Yok,Gazapizm,2018-03,12
1559,079,Lo & Leduc,2018-06,12
1560,Malibu,Vegas Jones,2018-03,12
1561,Habitué,Dosseh,2018-06,12
1562,Fuego,Eleni Foureira,2018-05,12
1563,Faz Gostoso,Blaya,2018-04,12
1564,L.U.V,Gilli,2020-06,12
1565,Azul,J Balvin,2020-06,12
1566,Air Max,"Rim'K, Ninho",2018-08,12
1567,Drama,"Bizzey, Boef",2018-07,12
1568,Tigers,Bilal Wahib,2020-06,12
1569,Eina Sem Ég Vil,"ClubDub, Ra:tio, Aron Can",2018-10,12
1570,Upp Til Hópa,"Herra Hnetusmjör, Ingi Bauer",2018-07,12
1571,Colocao,Nicki Nicole,2020-05,12
1572,ซ่อนกลิ่น,Palmy,2018-11,12
1573,Kiss and Make Up,"Dua Lipa, BLACKPINK",2018-11,12
1574,Be Alright,Dean Lewis,2018-08,12
1575,Kahit Ayaw Mo Na,This Band,2019-03,12
1576,HP,Maluma,2019-05,12
1577,Jenifer,Gabriel Diniz,2019-01,12
1578,È sempre bello,Coez,2019-04,12
1579,Ay Tenli Kadın,Ufuk Beydemir,2019-05,12
1580,Business,TOQUEL,2019-06,12
1581,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło",2019-08,12
1582,MIDDLE CHILD,J. Cole,2019-03,12
1583,รักติดไซเรน,"Ice Paris, Pearwah",2019-09,12
1584,Wir ticken,"Capital Bra, Samra",2019-03,12
1585,hot coffee,schafter,2019-06,12
1586,Der Bratan bleibt der gleiche,Capital Bra,2019-12,12
1587,Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza",2019-12,12
1588,Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2019-07,12
1589,Paris,"Lord Siva, Vera",2019-03,12
1590,Nummer 1,"Capital Bra, Samra",2019-08,12
1591,Lucid Dreams,Juice WRLD,2019-12,12
1592,LA DANZA,"Branco, Gilli",2020-03,12
1593,100 dni do matury,Mata,2020-01,12
1594,BIG MAN,SNIK,2019-12,12
1595,Ça fait des années,"Soolking, Cheb Mami",2020-03,12
1596,Alleen,Lil Kleine,2017-04,12
1597,Dau Moda,"Jador, Lino Golden",2020-03,12
1598,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",2017-04,12
1599,De Snakker,"NODE, Stepz",2017-03,12
1600,Me Rehúso,Danny Ocean,2017-03,12
1601,Jag trodde änglarna fanns,Kamferdrops,2017-07,12
1602,I WANNA BE YOUR SLAVE,Måneskin,2021-07,12
1603,Tout Est Bon,"Boef, Numidia",2020-08,12
1604,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2020-10,12
1605,Rolls,"Yzomandias, Nik Tendo",2020-09,12
1606,Polskie Tango,"Taco Hemingway, Lanek",2020-09,12
1607,Ala Ba'ady,"Afroto, Marwan Moussa",2020-11,12
1608,At My Worst,Pink Sweat$,2020-11,12
1609,Blinding Lights,The Weeknd,2020-12,12
1610,La Oalef La,Yousif Al Sumaidaie,2020-11,12
1611,L-Gante Rkt,"Papu DJ, L-Gante",2021-01,12
1612,Окей,Tima Belorusskih,2020-09,12
1613,Dynamite,BTS,2020-11,12
1614,Mali Eningi,"Big Zulu, Riky Rick, Intaba Yase Dubai",2020-12,12
1615,Bande organisée,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",2021-01,12
1616,A Un Passo Dalla Luna,"Rocco Hunt, Ana Mena",2020-07,12
1617,Mother Fuck,"Jul, SCH",2021-01,12
1618,Como Si No Importara,"Emilia, Duki",2021-07,12
1619,UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",2020-07,12
1620,Bertaut,Nadin Amizah,2021-01,12
1621,NUOVO RANGE (con SFERA EBBASTA),"Rkomi, Junior K",2021-05,12
1622,Además de Mí - Remix,"Rusherking, KHEA, Duki, Maria Becerra, Lit Killah, Tiago PZK",2021-03,12
1623,WITHOUT YOU,The Kid LAROI,2021-03,12
1624,Vibes,"NODE, Gilli",2021-03,12
1625,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,2020-11,12
1626,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",2021-03,12
1627,Seni Dert Etmeler,Madrigal,2021-02,12
1628,WACHA,"KHEA, Duki",2021-04,12
1629,Den fineste Chevy'n (feat. Maria Mena),Halva Priset,2021-05,12
1630,The Business,Tiësto,2021-03,12
1631,Zygzak,"Ekipa, Jacuś",2021-06,12
1632,FAMILY,"MORGENSHTERN, Yung Trappa",2021-03,12
1633,SHOW,MORGENSHTERN,2021-05,12
1634,Me Rehúso,Danny Ocean,2017-10,12
1635,Pari,"Hov1, Jireel",2017-11,12
1636,Senorita,"Kay One, Pietro Lombardi",2017-09,12
1637,ENZO FERRARI 2,"Petre Stefan, YNY Sebi",2021-11,12
1638,Downtown,"Anitta, J Balvin",2017-11,12
1639,UHUH,"$hirak, Ronnie Flex, Yssi SB, Lil Kleine",2021-09,12
1640,Aomine Daiki,quiizzzmeow,2021-10,12
1641,Rápido Lento,"Emilia, Tiago PZK",2021-10,12
1642,"MERRY-GO-ROUND (Feat. Zion.T, Wonstein) (Prod. Slom)",sokodomo,2021-11,12
1643,Já ég veit,"Birnir, Herra Hnetusmjör",2017-10,12
1644,SI TÚ SUPIERAS - Bonus Track,Feid,2021-08,12
1645,jeg bruker ikke kondom,"MARS, Arif, Karpe, Unge Ferrari",2018-01,12
1646,Him & I (with Halsey),G-Eazy,2017-12,12
1647,Tacones Rojos,Sebastian Yatra,2021-11,12
1648,∞ LOVE (feat. Guè),Marracash,2021-11,12
1649,Bi Sonraki Hayatımda Gel,"Murda, Ezhel",2020-06,11
1650,Alone,Alan Walker,2017-01,11
1651,Sitä säät mitä tilaat (feat. Ellinoora),JVG,2017-02,11
1652,IDGAF,Dua Lipa,2018-04,11
1653,Timanttei,Mikael Gabriel,2018-04,11
1654,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,2018-06,11
1655,Í Átt Að Tunglinu,"JóiPé, Króli",2018-06,11
1656,JAUNÉ,"Booba, Zed",2020-05,11
1657,Pornoo,SANNI,2018-03,11
1658,Mer för varandra,"Norlie & KKV, estraden",2018-05,11
1659,Cadillac,"MORGENSHTERN, Eldzhey",2020-06,11
1660,Hey Meisje,"Esko, Josylvio, Hansie",2018-04,11
1661,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,2018-04,11
1662,Wake Me Up - Radio Edit,Avicii,2018-04,11
1663,Quiere Beber,Anuel AA,2018-10,11
1664,Spacejump,BEGE,2020-05,11
1665,Elbet Bir Gün,Canbay & Wolker,2018-09,11
1666,Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2018-10,11
1667,Estamos Bien,Bad Bunny,2018-08,11
1668,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",2020-05,11
1669,M' Manc (con Geolier & Sfera Ebbasta),Shablo,2020-06,11
1670,No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",2018-08,11
1671,Way Back Home,SHAUN,2018-07,11
1672,Happy Birthday,Sfera Ebbasta,2018-12,11
1673,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2019-02,11
1674,Homicide,"Logic, Eminem",2019-05,11
1675,Soldi,Mahmood,2019-03,11
1676,כפיות,Eden Hason,2019-04,11
1677,Madrina,"Maes, Booba",2019-01,11
1678,"""Duniyaa (From """"Luka Chuppi"""")""","Akhil, Dhvani Bhanushali, Abhijit Vaghani, Bob",2019-05,11
1679,Next,"Ufo361, RIN",2019-04,11
1680,Bohemian Rhapsody - Remastered 2011,Queen,2018-11,11
1681,Zombie,"Samra, Capital Bra",2019-07,11
1682,Ona By Tak Chciała,Ronnie Ferrari,2019-10,11
1683,No Te Enamores,Paloma Mami,2018-12,11
1684,เจ็บจนพอ,WANYAi,2019-06,11
1685,Dance Monkey,Tones And I,2019-07,11
1686,Oxi Simera,"LEX, Ortiz",2019-12,11
1687,AYA,"Murda, Ezhel",2019-09,11
1688,Before You Go,Lewis Capaldi,2019-12,11
1689,Life Is Good (feat. Drake),Future,2020-01,11
1690,Brzydkie rzeczy,"Bedoes, Lanek, DJ Johny",2019-11,11
1691,Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK",2019-10,11
1692,Jesteś ładniejsza niż na zdjęciach (na zawsze),"Bedoes, Lanek",2019-10,11
1693,واحد وعشرين,Wegz,2020-03,11
1694,Dans l'espace (feat. Heuss l'Enfoiré),Gambi,2020-01,11
1695,EYO (feat. Nelli Matula),"Profeetat, Cheek, Elastinen",2017-08,11
1696,Sunday Best,Surfaces,2020-02,11
1697,XO,"Yasin, Dree Low",2019-12,11
1698,Nostalgia,Taco Hemingway,2017-08,11
1699,คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,2020-03,11
1700,Θ. Macarena,Damso,2017-07,11
1701,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,2017-07,11
1702,Jolie nana,Aya Nakamura,2020-08,11
1703,حس بيا,L7or,2020-08,11
1704,WAP (feat. Megan Thee Stallion),Cardi B,2020-10,11
1705,Takk fyrir mig,Ingó Veðurguð,2020-07,11
1706,XILIOMETRA,"Mad Clip, Hawk, Sapranov, Light",2020-11,11
1707,Hawái,Maluma,2020-11,11
1708,Frühstück in Paris,"Capital Bra, Cro",2020-08,11
1709,Tahmanägu,"Pitsa, Reket, kohver, boipepperoni",2020-10,11
1710,Mother Fuck,"Jul, SCH",2020-12,11
1711,VOCE,Madame,2021-04,11
1712,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2020-12,11
1713,Tapão Na Raba,Raí Saia Rodada,2021-03,11
1714,Discoteque,THE ROOP,2021-02,11
1715,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-05,11
1716,Stick Out,"kizaru, Big Baby Tape",2021-05,11
1717,Diamanti,SNIK,2021-05,11
1718,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2021-03,11
1719,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-05,11
1720,Tokken,"Hov1, Dree Low",2021-05,11
1721,Heat Waves,Glass Animals,2021-02,11
1722,Cristal & МОЁТ,MORGENSHTERN,2020-12,11
1723,Mi manchi,Aka 7even,2021-04,11
1724,911,Sech,2021-03,11
1725,פסקול חיי,Omer Adam,2021-02,11
1726,Se Preparó,Ozuna,2017-09,11
1727,Ya No Llora,Marama,2021-10,11
1728,Raf,"Deeperise, Jabbar",2017-09,11
1729,عرفة,Lege-Cy,2021-10,11
1730,Pagsamo,Arthur Nery,2021-11,11
1731,DNA,BTS,2017-09,11
1732,Him & I,"G-Eazy, Halsey",2017-12,11
1733,Blijf Bij Mij,"Ronnie Flex, Maan",2018-01,11
1734,Índigo,"Camilo, Evaluna Montaner",2021-10,11
1735,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,2017-10,11
1736,10 NUMARA,Lvbel C5,2021-10,11
1737,Stíny,Viktor Sheen,2021-11,11
1738,Salimo de Noche,"Tiago PZK, Trueno",2021-10,11
1739,พัทยา (Pattaya),MEYOU,2021-08,11
1740,Etnaset,Muslim - مُسلِم,2021-11,11
1741,PAPARAZZI,UZI,2021-11,11
1742,Keify Keda,"Wegz, Disco Misr",2021-10,11
1743,Hayaan Mo Sila,"Ex Battalion, O.C. Dawgs",2018-01,11
1744,חברות שלך,Omer Adam,2018-04,10
1745,Koisuru Fortune Cookie คุกกี้เสี่ยงทาย,BNK48,2018-02,10
1746,Say You Won't Let Go,James Arthur,2017-01,10
1747,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",2020-05,10
1748,Cuando Se Pone a Bailar,Rombai,2017-01,10
1749,Faz Gostoso,Blaya,2018-05,10
1750,Psycho (feat. Ty Dolla $ign),Post Malone,2018-03,10
1751,Occidentali's Karma - Radio Edit,Francesco Gabbani,2017-02,10
1752,TEXAS (feat. JVG),Haloo Helsinki!,2018-02,10
1753,Yalnız Çiçek,"Aleyna Tilki, Emrah Karaduman",2018-05,10
1754,5 Songs in einer Nacht,Capital Bra,2018-04,10
1755,ภาพจำ,Pop Pongkool,2018-06,10
1756,Girls Like You (feat. Cardi B),Maroon 5,2018-08,10
1757,em bỏ hút thuốc chưa?,"Bich Phuong, traitimtrongvang",2020-05,10
1758,BEBE,"6ix9ine, Anuel AA",2018-10,10
1759,Amor de Verdade,"MC Kekel, MC Rita",2018-07,10
1760,Madrina,"Maes, Booba",2018-12,10
1761,Maybe The Night,Ben&Ben,2018-10,10
1762,Nera,Irama,2018-08,10
1763,Millionaire,SNIK,2020-05,10
1764,Mocca,"Lalo Ebratt, Trapical",2018-09,10
1765,Ikuinen vappu,JVG,2019-04,10
1766,Bad Liar,Imagine Dragons,2018-11,10
1767,Secreto,"Anuel AA, KAROL G",2019-03,10
1768,If I Can't Have You,Shawn Mendes,2019-05,10
1769,bury a friend,Billie Eilish,2019-02,10
1770,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",2019-05,10
1771,Elle est bonne sa mère,"Vegedream, Ninho",2019-07,10
1772,Gladen,Itzo Hazarta,2019-05,10
1773,La Haine,Luciano,2019-06,10
1774,Juletragedien,"Erik Follestad, Linni Meister",2018-11,10
1775,ลาลาลอย (100%),The Toys,2018-12,10
1776,ממה את מפחדת,"Eyal Golan, Benaia Barabi",2019-04,10
1777,Bellaquita,"Dalex, Lenny Tavárez",2019-10,10
1778,浪流連,EggPlantEgg,2019-03,10
1779,HÉ OH,Gambi,2019-09,10
1780,Fingías,Paloma Mami,2019-03,10
1781,Vivi Good,"Julinho Ksd, Yuran, Trista",2019-09,10
1782,Dans l'espace (feat. Heuss l'Enfoiré),Gambi,2020-02,10
1783,Yummy,Justin Bieber,2020-02,10
1784,Relación,Sech,2020-04,10
1785,Salam,Saad Lamjarred,2019-10,10
1786,KYSYMYS (feat. Pyhimys),Cledos,2020-03,10
1787,Colpo Grosso,"SNIK, Guè Pequeno, Noizy, Capo Plaza",2019-10,10
1788,Before You Go,Lewis Capaldi,2020-01,10
1789,Ne reviens pas,"Gradur, Heuss L'enfoiré",2020-02,10
1790,Rahan takii,Antti Tuisku,2017-03,10
1791,Bi Sonraki Hayatımda Gel,"Murda, Ezhel",2020-04,10
1792,WANNABE,ITZY,2020-03,10
1793,Kaller På Deg,TIX,2020-03,10
1794,Fai rumore,Diodato,2020-02,10
1795,Don't Start Now,Dua Lipa,2020-03,10
1796,Du bist mein,"Zuna, Loredana, SRNO",2020-03,10
1797,Tran Tran,Sfera Ebbasta,2017-06,10
1798,Amar Pelos Dois,Salvador Sobral,2017-05,10
1799,Juna,"Spekti, Tasis",2017-07,10
1800,Millionär,"187 Strassenbande, Bonez MC, Gzuz",2017-07,10
1801,Vauhti kiihtyy (feat. Matti ja Teppo),Portion Boys,2021-07,10
1802,CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,2020-07,10
1803,Красиви лъжи,"Krisko, Galena",2020-08,10
1804,Pistoli,"Sin Laurent, TOQUEL",2020-07,10
1805,loodus ja hobused,"5MIINUST, Hendrik Sal-Saller",2020-10,10
1806,HAWAII,"Pil C, Ben Cristovao",2020-09,10
1807,Mood Swings (feat. Lil Tjay),Pop Smoke,2020-09,10
1808,Kuningaskobra (Vain elämää kausi 11),STIG,2020-11,10
1809,Anyone,Justin Bieber,2021-01,10
1810,Trên Tình Bạn Dưới Tình Yêu,MIN,2020-11,10
1811,SUPERSTAR,"MG, SNIK",2020-07,10
1812,Superclassico,Ernia,2020-09,10
1813,Bando Bitch,Branco,2021-01,10
1814,Talán,"Manuel, T. Danny",2020-11,10
1815,Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,2021-01,10
1816,不可愛教主,Anson Lo 盧瀚霆,2021-07,10
1817,POPSTAR (feat. Drake),DJ Khaled,2020-07,10
1818,Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08,10
1819,Du måste finnas,Newkid,2021-01,10
1820,Rólegur Kúreki,BRÍET,2021-01,10
1821,Más Más Más,Rolf Sanchez,2020-08,10
1822,Si Me Tomo Una Cerveza,"Migrantes, Alico",2020-12,10
1823,Lupaan,BEHM,2020-09,10
1824,Plastic,Viktor Sheen,2020-10,10
1825,Discoteque,THE ROOP,2021-01,10
1826,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",2020-08,10
1827,Mghayer,ElGrandeToto,2021-03,10
1828,3KIPA,Ekipa,2021-03,10
1829,Banyana,"DJ Maphorisa, Tyler ICU, Sir Trill, Daliwonga, Kabza De Small",2021-05,10
1830,Msh Fair,Wegz,2021-02,10
1831,Baby (with J Balvin),Sfera Ebbasta,2020-11,10
1832,La kiffance,Naps,2021-07,10
1833,Barn av vår tid,Hov1,2021-02,10
1834,Le temps,Tayc,2021-03,10
1835,Marché noir,SCH,2021-02,10
1836,CTRL,Marwan Pablo,2021-04,10
1837,Voices,Tusse,2021-03,10
1838,Diamanti,SNIK,2021-04,10
1839,Kiss cam (podryw roku),Mata,2021-06,10
1840,Young Dumb & Broke,Khalid,2017-09,10
1841,It's Only Me - Studio Version,Kaleb J,2021-10,10
1842,Mahvettim,cakal,2021-11,10
1843,In De Nacht,Yade Lauren,2021-11,10
1844,Beggin',Måneskin,2021-08,10
1845,V Meste Snov,Ego,2018-01,10
1846,ベテルギウス,Yuuri,2021-11,10
1847,La Cumbia Boliviana,Bonny Lovy,2021-08,10
1848,La Modelo,"Ozuna, Cardi B",2018-01,10
1849,係咁先啦 (feat. Kayan9896),MC $oho & KidNey,2021-09,10
1850,La musica non c'è,Coez,2018-01,10
1851,"""如果可以 - 電影""""月老""""主題曲""",WeiBird,2021-11,10
1852,strawberry moon,IU,2021-10,10
1853,abcdefu,GAYLE,2021-11,10
1854,JA!,"Bizzey, Kraantje Pappie, Chivv, Yung Felix",2018-01,10
1855,記憶棉,MC 張天賦,2021-10,10
1856,All I Want for Christmas Is You,Mariah Carey,2021-11,10
1857,Heyecanı Yok,Gazapizm,2017-12,10
1858,Cupido (feat. Quavo),Sfera Ebbasta,2018-01,10
1859,Solita,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",2018-01,10
1860,Te Amo,"Piso 21, Paulo Londra",2018-04,9
1861,Nunca Estoy,C. Tangana,2020-05,9
1862,Sun Vika,Evelina,2018-03,9
1863,Tamagotchi,"TACONAFIDE, Quebonafide, Taco Hemingway",2018-03,9
1864,PA' ROMPERLA,"Bad Bunny, Don Omar",2020-05,9
1865,Beetje Moe,"Kevin, Lil Kleine, Chivv",2018-04,9
1866,Mundo,IV Of Spades,2018-05,9
1867,Largado As Traças - Acústico,Zé Neto & Cristiano,2018-05,9
1868,ฝันถึงแฟนเก่า,Three Man Down,2020-06,9
1869,浪流連,EggPlantEgg,2018-10,9
1870,Diamond Heart,"Alan Walker, Sophia Somajo",2018-10,9
1871,Casanova,"Summer Cem, Bausa",2018-07,9
1872,Trap Phone (feat. Capo Plaza),Guè Pequeno,2018-09,9
1873,Drama,"Bizzey, Boef",2018-06,9
1874,Khairiyat,"Pritam, Arijit Singh",2020-06,9
1875,Pablo,"Rvssian, Sfera Ebbasta",2018-07,9
1876,Fratello,"Tagne, Stormy, Khtek",2020-05,9
1877,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,2019-01,9
1878,Angela,Hatik,2020-05,9
1879,Kolde Nætter,Gilli,2019-01,9
1880,PAM,"Justin Quiles, Daddy Yankee, El Alfa",2020-05,9
1881,Snjókorn falla,Laddi,2018-12,9
1882,Risiko,"Bonez MC, RAF Camora",2018-08,9
1883,Harmaa Rinne,Teflon Brothers,2019-01,9
1884,Vossi Bop,Stormzy,2019-05,9
1885,Perfekt (feat. Sofiane),"RAF Camora, AriBeatz",2018-11,9
1886,Biladerim İçin,Ben Fero,2019-02,9
1887,Bài Này Chill Phết,"Đen, MIN",2019-06,9
1888,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2018-10,9
1889,ซ่อนกลิ่น,Palmy,2018-10,9
1890,Olabilir,MERO,2019-07,9
1891,マリーゴールド,Aimyon,2019-06,9
1892,Without Me,Halsey,2018-12,9
1893,v!@%#mikko,Pyhimys,2019-11,9
1894,怪美的,Jolin Tsai,2018-12,9
1895,Gaiola É o Troco,"MC Du Black, DJ 2F",2019-10,9
1896,Rotterdam,nublu,2019-06,9
1897,Una volta ancora (feat. Ana Mena),Fred De Palma,2019-09,9
1898,110,"Capital Bra, Samra, LEA",2019-10,9
1899,Wow.,Post Malone,2019-03,9
1900,Circles,Post Malone,2019-10,9
1901,"""Ghungroo (From """"War"""")""","Arijit Singh, Shilpa Rao",2019-11,9
1902,Růže,"Calin, STEIN27",2019-10,9
1903,Maghreb Gang (feat. French Montana & Khaled),Farid Bang,2019-06,9
1904,Rockin' Around The Christmas Tree,Brenda Lee,2018-12,9
1905,"""Muqabla (From """"Street Dancer 3D"""")""","Yash Narvekar, Parampara Tandon, Tanishk Bagchi",2020-01,9
1906,Hei rakas,BEHM,2020-01,9
1907,LA CANCIÓN,"J Balvin, Bad Bunny",2019-06,9
1908,วาฬเกยตื้น,GUNGUN,2020-04,9
1909,Rica (feat. Kesi & Sivas),Gilli,2017-08,9
1910,El Farsante,Ozuna,2017-08,9
1911,Here With You,"Lost Frequencies, Netsky",2017-08,9
1912,Niedostępny (prod. by Olek) (feat. DMN),Malik Montana,2020-03,9
1913,عائلة 25,ريكلس,2020-01,9
1914,Shotz Fired,Bonez MC,2020-04,9
1915,Amarillo,J Balvin,2020-03,9
1916,Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",2017-05,9
1917,17 Miljoen Mensen - Live @538 in Ahoy,"Davina Michelle, Snelle",2020-03,9
1918,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),"Tilly Birds, MILLI",2021-07,9
1919,Solhverv,Lord Siva,2020-08,9
1920,Roses - Imanbek Remix,SAINt JHN,2020-08,9
1921,Fimi,"Mad Clip, Josephine",2020-07,9
1922,Cadillac,"MORGENSHTERN, Eldzhey",2020-08,9
1923,Lmeryoula,"Don Bigg, Ihab Amir",2020-08,9
1924,Pistoli,"Sin Laurent, TOQUEL",2020-09,9
1925,1-2,nublu,2020-08,9
1926,happier,Olivia Rodrigo,2021-07,9
1927,Melbourne,"Morvasu, TangBadVoice",2020-09,9
1928,São Paulo,Yuri NR5,2021-01,9
1929,Universum,"nublu, Mikael Gabriel",2021-01,9
1930,Why Oh Why,L.A.B.,2021-01,9
1931,Plastic,Viktor Sheen,2020-11,9
1932,"Ay, DiOs Mío!",KAROL G,2020-08,9
1933,Lost (feat. TOPIC42),Samra,2020-12,9
1934,LA CANZONE NOSTRA ⟁ (con BLANCO & Salmo),MACE,2021-01,9
1935,São Paulo,Yuri NR5,2020-10,9
1936,Bertaut,Nadin Amizah,2020-12,9
1937,Scooter,"Yssi SB, Qlas & Blacka, Ashafar, ADF Samski",2020-10,9
1938,عفاريت الأسفلت,Wegz,2021-07,9
1939,炎,LiSA,2020-10,9
1940,Lut Gaye,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",2021-04,9
1941,KARI,Big Baby Tape,2020-12,9
1942,Magus melanhoolia,Jüri Pootsmann,2021-03,9
1943,Thezz (feat. Smallx),ElGrandeToto,2021-03,9
1944,Voodoo,"Light, Hawk",2021-03,9
