,title,artist,region,date,n
2431,Patointeligencja,Mata,Poland,2020-01,18
2432,Dance Monkey,Tones And I,Belgium,2020-01,18
2433,Dance Monkey,Tones And I,Indonesia,2020-01,18
2434,Memories,Maroon 5,Indonesia,2019-10,18
2435,Fantasias,"Rauw Alejandro, Farruko",Chile,2019-10,18
2436,Dance Monkey,Tones And I,Italy,2019-10,18
2437,HIGHEST IN THE ROOM,Travis Scott,Morocco,2019-10,18
2438,Dance Monkey,Tones And I,Israel,2020-03,18
2439,The Box,Roddy Ricch,Canada,2020-03,18
2440,Blinding Lights,The Weeknd,Estonia,2020-02,18
2441,Blinding Lights,The Weeknd,Finland,2020-03,18
2442,Shape of You,Ed Sheeran,Denmark,2017-03,18
2443,Toosie Slide,Drake,Bulgaria,2020-04,18
2444,Dance Monkey,Tones And I,Indonesia,2019-12,18
2445,Shape of You,Ed Sheeran,Canada,2017-03,18
2446,Shape of You,Ed Sheeran,United States,2017-03,18
2447,Despacito (Featuring Daddy Yankee),Luis Fonsi,Spain,2017-04,18
2448,Croissantid,nublu,Estonia,2020-04,18
2449,Shape of You,Ed Sheeran,Brazil,2017-04,18
2450,J Lo,"Kontrafakt, Mirez, Dalyb, Zayo, Dokkeytino",Slovakia,2019-12,18
2451,Symphony (feat. Zara Larsson),Clean Bandit,Sweden,2017-04,18
2452,Felices los 4,Maluma,Dominican Republic,2017-05,18
2453,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Sweden,2017-07,18
2454,Felices los 4,Maluma,Nicaragua,2017-05,18
2455,Mi Gente,"J Balvin, Willy William",Switzerland,2017-07,18
2456,Butter,BTS,Japan,2021-07,18
2457,Karaoke,"Boomdabash, Alessandra Amoroso",Italy,2020-07,18
2458,Mood (feat. iann dior),24kGoldn,Norway,2020-10,18
2459,Africain,Stormy,Morocco,2020-07,18
2460,WAP (feat. Megan Thee Stallion),Cardi B,Romania,2020-09,18
2461,ROCKSTAR (feat. Roddy Ricch),DaBaby,Australia,2020-07,18
2462,Komið Að Því,"FM95BLÖ, Sverrir Bergmann, Jóhanna Guðrún",Iceland,2021-07,18
2463,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Mexico,2020-08,18
2464,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Paraguay,2020-08,18
2465,Billy Kid,"Reto, Kubi Producent",Poland,2020-10,18
2466,TKN (feat. Travis Scott),ROSALÍA,Romania,2020-07,18
2467,Here's Your Perfect,Jamie Miller,Indonesia,2021-07,18
2468,Снова я напиваюсь,SLAVA MARLOW,Ukraine,2020-10,18
2469,Mood (feat. iann dior),24kGoldn,Slovakia,2020-09,18
2470,Rolls,"Yzomandias, Nik Tendo",Czech Republic,2020-08,18
2471,loodus ja hobused,"5MIINUST, Hendrik Sal-Saller",Estonia,2020-08,18
2472,Снова я напиваюсь,SLAVA MARLOW,Russia,2020-12,18
2473,Angeklagt,Bonez MC,Germany,2020-11,18
2474,Снова я напиваюсь,SLAVA MARLOW,Russia,2020-10,18
2475,Lovesick Girls,BLACKPINK,Philippines,2020-10,18
2476,Mood (feat. iann dior),24kGoldn,Germany,2020-09,18
2477,Fever,"Dua Lipa, Angèle",Belgium,2020-11,18
2478,drivers license,Olivia Rodrigo,Poland,2021-01,18
2479,Nota,Dizzy DROS,Morocco,2020-11,18
2480,Street Values,"VLOSPA, Light",Greece,2020-11,18
2481,MONTERO (Call Me By Your Name),Lil Nas X,India,2021-05,18
2482,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",Spain,2021-03,18
2483,drivers license,Olivia Rodrigo,Ireland,2021-03,18
2484,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Nicaragua,2021-04,18
2485,Binibini,Zack Tabudlo,Philippines,2021-04,18
2486,good 4 u,Olivia Rodrigo,Switzerland,2021-06,18
2487,Haram (Pablo II),ElGrandeToto,Morocco,2021-06,18
2488,MONTERO (Call Me By Your Name),Lil Nas X,Norway,2021-04,18
2489,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP,Vietnam,2021-06,18
2490,malibu,sangiovanni,Italy,2021-05,18
2491,Criminal,"Natti Natasha, Ozuna",Chile,2017-11,18
2492,Criminal,"Natti Natasha, Ozuna",Ecuador,2017-11,18
2493,rockstar,"Post Malone, 21 Savage",Sweden,2017-11,18
2494,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Dominican Republic,2021-10,18
2495,STAY (with Justin Bieber),The Kid LAROI,Philippines,2021-09,18
2496,Samma gamla vanliga - Remix,"Cledos, ibe, Averagekidluke, A36",Finland,2021-11,18
2497,Dusk Till Dawn - Radio Edit,"ZAYN, Sia",Malaysia,2017-09,18
2498,STAY (with Justin Bieber),The Kid LAROI,Denmark,2021-09,18
2499,Sobrio,Maluma,Peru,2021-10,18
2500,Entre Nosotros,"Tiago PZK, LIT killah",Uruguay,2021-08,18
2501,STAY (with Justin Bieber),The Kid LAROI,Taiwan,2021-10,18
2502,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Paraguay,2017-11,18
2503,La kiffance,Naps,France,2021-08,18
2504,Pepas,Farruko,Mexico,2021-09,18
2505,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Honduras,2017-11,18
2506,Monastery,"Ryan Castro, Feid",Colombia,2021-11,18
2507,Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",Paraguay,2017-12,18
2508,STAY (with Justin Bieber),The Kid LAROI,United Arab Emirates,2021-12,18
2509,LIPSI HA,INSTASAMKA,Russia,2021-09,18
2510,Criminal,"Natti Natasha, Ozuna",Mexico,2017-12,18
2511,LIPSI HA,INSTASAMKA,Ukraine,2021-09,18
2512,Bước Qua Nhau,Vũ.,Vietnam,2021-11,18
2513,Popkorni,JVG,Finland,2018-01,18
2514,Havana,"Camila Cabello, Young Thug",Thailand,2017-12,18
2515,Havana (feat. Young Thug),Camila Cabello,Hungary,2018-01,18
2516,Havana (feat. Young Thug),Camila Cabello,Czech Republic,2018-01,18
2517,Hasta Que Dios Diga,"Anuel AA, Bad Bunny",Dominican Republic,2020-06,17
2518,Malibu,Vegas Jones,Italy,2018-04,17
2519,no tears left to cry,Ariana Grande,Hong Kong,2018-05,17
2520,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",Romania,2020-05,17
2521,X,"Nicky Jam, J Balvin",Colombia,2018-04,17
2522,Despacito (Featuring Daddy Yankee),Luis Fonsi,Chile,2017-01,17
2523,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Honduras,2020-05,17
2524,Reggaetón Lento (Bailemos),CNCO,Peru,2017-01,17
2525,Freaky Friday (feat. Chris Brown),Lil Dicky,Philippines,2018-05,17
2526,Dura,Daddy Yankee,Panama,2018-02,17
2527,God's Plan,Drake,Switzerland,2018-03,17
2528,Better Now,Post Malone,Australia,2018-05,17
2529,Fan,"Ronnie Flex, Famke Louise",Netherlands,2018-03,17
2530,Rewrite The Stars,"Zac Efron, Zendaya",Singapore,2018-02,17
2531,Millionaire,SNIK,Greece,2020-06,17
2532,FRIENDS,"Marshmello, Anne-Marie",Hong Kong,2018-03,17
2533,ROCKSTAR (feat. Roddy Ricch),DaBaby,Austria,2020-06,17
2534,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Nicaragua,2020-05,17
2535,Despacito (Featuring Daddy Yankee),Luis Fonsi,Spain,2017-01,17
2536,Sydpå,Bro,Denmark,2018-04,17
2537,Tesla (feat. Sfera Ebbasta & DrefGold),Capo Plaza,Italy,2018-05,17
2538,God's Plan,Drake,Denmark,2018-02,17
2539,Despacito (Featuring Daddy Yankee),Luis Fonsi,Ecuador,2017-01,17
2540,GOOBA,6ix9ine,Bulgaria,2020-05,17
2541,Lucid Dreams,Juice WRLD,United States,2018-06,17
2542,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Dominican Republic,2018-04,17
2543,Girls Like You (feat. Cardi B),Maroon 5,Singapore,2018-06,17
2544,One Kiss (with Dua Lipa),Calvin Harris,United Kingdom,2018-04,17
2545,God's Plan,Drake,Israel,2018-03,17
2546,One Kiss (with Dua Lipa),Calvin Harris,Belgium,2018-04,17
2547,عشق,Faisal Abdulkareem,Saudi Arabia,2020-05,17
2548,One Kiss (with Dua Lipa),Calvin Harris,Belgium,2018-06,17
2549,One Kiss (with Dua Lipa),Calvin Harris,Ireland,2018-04,17
2550,Better Now,Post Malone,Global,2018-06,17
2551,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Ecuador,2018-07,17
2552,FAKE LOVE,BTS,Vietnam,2018-07,17
2553,DDU-DU DDU-DU - KR Ver.,BLACKPINK,Indonesia,2018-09,17
2554,Be Alright,Dean Lewis,Singapore,2018-09,17
2555,Relación,Sech,Bolivia,2020-06,17
2556,Kokain,"Bonez MC, RAF Camora, Gzuz",Austria,2018-09,17
2557,Love Someone,Lukas Graham,Denmark,2018-10,17
2558,Cizí zeď,ONEMANSHOW Foundation,Czech Republic,2018-09,17
2559,In My Feelings,Drake,Belgium,2018-08,17
2560,Sin Pijama,"Becky G, Natti Natasha",Argentina,2018-07,17
2561,In My Feelings,Drake,Denmark,2018-07,17
2562,In My Feelings,Drake,Sweden,2018-07,17
2563,In My Feelings,Drake,Belgium,2018-07,17
2564,Kokain,"Bonez MC, RAF Camora, Gzuz",Germany,2018-09,17
2565,Vaina Loca,"Ozuna, Manuel Turizo",Ecuador,2018-09,17
2566,Melodien (feat. Juju),Capital Bra,Germany,2018-08,17
2567,Be Alright,Dean Lewis,Australia,2018-09,17
2568,In My Mind,"Dynoro, Gigi D'Agostino",Slovakia,2018-09,17
2569,Adan y Eva,Paulo Londra,Paraguay,2019-01,17
2570,Sweet but Psycho,Ava Max,Ireland,2019-01,17
2571,Calma - Remix,"Pedro Capó, Farruko",Honduras,2019-01,17
2572,"thank u, next",Ariana Grande,Ireland,2018-12,17
2573,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",United States,2019-01,17
2574,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Greece,2018-10,17
2575,Wow.,Post Malone,Greece,2019-01,17
2576,"thank u, next",Ariana Grande,Portugal,2018-12,17
2577,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2019-01,17
2578,Wow.,Post Malone,Norway,2019-01,17
2579,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Israel,2018-12,17
2580,Sweet but Psycho,Ava Max,United Kingdom,2019-01,17
2581,Sweet but Psycho,Ava Max,Belgium,2019-01,17
2582,Culo,"Bizzey, Frenna, KM, Ramiks",Netherlands,2018-10,17
2583,All I Want for Christmas Is You,Mariah Carey,Hungary,2018-12,17
2584,Næsta,"JóiPé, Króli, GDRN, SZK",Iceland,2019-01,17
2585,Katten i trakten,Einár,Sweden,2019-02,17
2586,Goutte d'eau,Ninho,France,2019-03,17
2587,7 rings,Ariana Grande,New Zealand,2019-02,17
2588,Calma - Remix,"Pedro Capó, Farruko",Argentina,2019-02,17
2589,Felaket,Ezhel,Turkey,2019-02,17
2590,All I Want for Christmas Is You,Mariah Carey,Czech Republic,2018-12,17
2591,Secreto,"Anuel AA, KAROL G",Paraguay,2019-02,17
2592,X,KESI,Denmark,2019-01,17
2593,7 rings,Ariana Grande,Slovakia,2019-02,17
2594,Adan y Eva,Paulo Londra,Bolivia,2018-11,17
2595,Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",Spain,2019-05,17
2596,LA CANCIÓN,"J Balvin, Bad Bunny",Honduras,2019-07,17
2597,Señorita,"Shawn Mendes, Camila Cabello",Iceland,2019-07,17
2598,Otro Trago,"Sech, Darell",Argentina,2019-05,17
2599,I Don't Care (with Justin Bieber),Ed Sheeran,Norway,2019-05,17
2600,bad guy,Billie Eilish,Slovakia,2019-06,17
2601,I Don't Care (with Justin Bieber),Ed Sheeran,Canada,2019-05,17
2602,מסע,Eliad,Israel,2019-10,17
2603,Mademoiselle,Sfera Ebbasta,Italy,2019-03,17
2604,Första Klass,Einár,Sweden,2019-06,17
2605,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",Colombia,2019-11,17
2606,Señorita,"Shawn Mendes, Camila Cabello",Bulgaria,2019-08,17
2607,Si Te Vas,"Sech, Ozuna",Panama,2019-11,17
2608,Señorita,"Shawn Mendes, Camila Cabello",Iceland,2019-08,17
2609,Señorita,"Shawn Mendes, Camila Cabello",Morocco,2019-07,17
2610,Dance Monkey,Tones And I,Australia,2019-11,17
2611,LA CANCIÓN,"J Balvin, Bad Bunny",Honduras,2019-09,17
2612,Lalala,"Y2K, bbno$",Morocco,2019-09,17
2613,Dance Monkey,Tones And I,Egypt,2020-01,17
2614,Dance Monkey,Tones And I,Denmark,2019-08,17
2615,Dance Monkey,Tones And I,Iceland,2019-09,17
2616,Hei rakas,BEHM,Finland,2019-11,17
2617,All I Want for Christmas Is You,Mariah Carey,Norway,2019-12,17
2618,Dance Monkey,Tones And I,Slovakia,2019-09,17
2619,Memories,Maroon 5,Singapore,2019-12,17
2620,Hei rakas,BEHM,Finland,2019-12,17
2621,The Box,Roddy Ricch,Romania,2020-03,17
2622,Unutulacak Dünler,Gazapizm,Turkey,2020-04,17
2623,Blinding Lights,The Weeknd,Austria,2020-03,17
2624,Baby,"Joker Bra, VIZE",Austria,2020-02,17
2625,The Box,Roddy Ricch,United States,2020-03,17
2626,everything i wanted,Billie Eilish,Estonia,2019-11,17
2627,Si Veo a Tu Mamá,Bad Bunny,Bolivia,2020-03,17
2628,everything i wanted,Billie Eilish,Lithuania,2019-11,17
2629,Roller,Apache 207,Germany,2019-12,17
2630,On Fire,THE ROOP,Lithuania,2020-03,17
2631,The Box,Roddy Ricch,Bulgaria,2020-03,17
2632,Habiba,Boef,Netherlands,2017-04,17
2633,Despacito (Featuring Daddy Yankee),Luis Fonsi,Bolivia,2017-04,17
2634,Despacito (Featuring Daddy Yankee),Luis Fonsi,Peru,2017-04,17
2635,Drip,"SNIK, Mad Clip",Greece,2020-03,17
2636,death bed (coffee for your head),"Powfu, beabadoobee",Singapore,2020-04,17
2637,HUMBLE.,Kendrick Lamar,Australia,2017-04,17
2638,Despacito (Featuring Daddy Yankee),Luis Fonsi,Italy,2017-03,17
2639,HUMBLE.,Kendrick Lamar,Latvia,2017-04,17
2640,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Greece,2017-07,17
2641,Me Rehúso,Danny Ocean,Chile,2017-06,17
2642,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Finland,2017-07,17
2643,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",United Kingdom,2017-07,17
2644,Réseaux,Niska,France,2017-07,17
2645,How You Like That,BLACKPINK,Singapore,2020-08,17
2646,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,South Africa,2020-10,17
2647,Mood (feat. iann dior),24kGoldn,Germany,2020-10,17
2648,Head & Heart (feat. MNEK),Joel Corry,Ireland,2020-08,17
2649,ROCKSTAR (feat. Roddy Ricch),DaBaby,Canada,2020-07,17
2650,Beggin',Måneskin,Austria,2021-07,17
2651,WAP (feat. Megan Thee Stallion),Cardi B,Global,2020-09,17
2652,How You Like That,BLACKPINK,Indonesia,2020-07,17
2653,Head & Heart (feat. MNEK),Joel Corry,United Kingdom,2020-08,17
2654,How You Like That,BLACKPINK,Taiwan,2020-07,17
2655,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Belgium,2020-08,17
2656,positions,Ariana Grande,New Zealand,2020-11,17
2657,positions,Ariana Grande,United States,2020-11,17
2658,STAY (with Justin Bieber),The Kid LAROI,United States,2021-07,17
2659,DÁKITI,"Bad Bunny, Jhay Cortez",Chile,2021-01,17
2660,แปลไม่ออก - Ost. แปลรักฉันด้วยใจเธอ,Billkin,Thailand,2020-11,17
2661,All I Want for Christmas Is You,Mariah Carey,Austria,2020-12,17
2662,Rólegur Kúreki,BRÍET,Iceland,2020-12,17
2663,Du måste finnas,Newkid,Sweden,2020-12,17
2664,Tattoo - Remix with Camilo,Rauw Alejandro,Dominican Republic,2020-07,17
2665,Recairei - Ao Vivo,Os Barões Da Pisadinha,Brazil,2020-12,17
2666,Qué Más Pues?,"J Balvin, Maria Becerra",Peru,2021-07,17
2667,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Slovakia,2020-07,17
2668,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",Germany,2021-01,17
2669,Yeshbahak Galbi,Aseel Hameem,Saudi Arabia,2020-12,17
2670,ถ้าเธอรักฉันจริง,Three Man Down,Thailand,2020-12,17
2671,Bandido,"Myke Towers, Juhn",Bolivia,2021-02,17
2672,Kiss Me More (feat. SZA),Doja Cat,New Zealand,2021-05,17
2673,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Hong Kong,2021-04,17
2674,רוצה שלום,Raviv Kaner,Israel,2021-02,17
2675,drivers license,Olivia Rodrigo,Global,2021-03,17
2676,ТЫ ГОРИШЬ КАК ОГОНЬ,SLAVA MARLOW,Russia,2021-03,17
2677,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",Germany,2021-02,17
2678,drivers license,Olivia Rodrigo,Australia,2021-02,17
2679,Patoreakcja,Mata,Poland,2021-04,17
2680,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,Taiwan,2021-03,17
2681,DÁKITI,"Bad Bunny, Jhay Cortez",El Salvador,2021-03,17
2682,Gamora,"Hov1, Einár",Sweden,2021-03,17
2683,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Australia,2021-04,17
2684,MONTERO (Call Me By Your Name),Lil Nas X,Latvia,2021-05,17
2685,I WANNA BE YOUR SLAVE,Måneskin,Romania,2021-06,17
2686,Calling My Phone,"Lil Tjay, 6LACK",Canada,2021-02,17
2687,tystnar i luren,"Miriam Bryant, Victor Leksell",Sweden,2021-02,17
2688,good 4 u,Olivia Rodrigo,Austria,2021-06,17
2689,Save Your Tears,The Weeknd,Lithuania,2021-02,17
2690,Astronaut In The Ocean,Masked Wolf,Romania,2021-02,17
2691,Beggin',Måneskin,Czech Republic,2021-06,17
2692,happier,Olivia Rodrigo,Indonesia,2021-06,17
2693,Mi Gente,"J Balvin, Willy William",Mexico,2017-09,17
2694,Mi Gente,"J Balvin, Willy William",Switzerland,2017-09,17
2695,Look What You Made Me Do,Taylor Swift,Thailand,2017-09,17
2696,Vervloekt,"Frenna, Diquenza",Netherlands,2017-11,17
2697,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Colombia,2017-10,17
2698,Robarte un Beso,"Carlos Vives, Sebastian Yatra",Ecuador,2017-10,17
2699,Mi Gente,"J Balvin, Willy William",Paraguay,2017-09,17
2700,Think Before I Talk,Astrid S,Norway,2017-09,17
2701,Se Preparó,Ozuna,Mexico,2017-10,17
2702,Easy On Me,Adele,Netherlands,2021-11,17
2703,STAY (with Justin Bieber),The Kid LAROI,United Arab Emirates,2021-10,17
2704,Criminal,"Natti Natasha, Ozuna",Spain,2017-10,17
2705,Turraka - Remix,"Kaleb Di Masi, Ecko, Papichamp, Blunted Vato, Bruno LC",Argentina,2021-10,17
2706,Pepas,Farruko,Peru,2021-08,17
2707,Heat Waves,Glass Animals,Czech Republic,2021-10,17
2708,Butter,BTS,Japan,2021-08,17
2709,Easy On Me,Adele,Singapore,2021-10,17
2710,Easy On Me,Adele,Norway,2021-10,17
2711,Easy On Me,Adele,Ireland,2021-10,17
2712,Easy On Me,Adele,New Zealand,2021-10,17
2713,Easy On Me,Adele,Global,2021-10,17
2714,Easy On Me,Adele,Indonesia,2021-10,17
2715,Easy On Me,Adele,United Kingdom,2021-10,17
2716,Heat Waves,Glass Animals,Czech Republic,2021-09,17
2717,Easy On Me,Adele,Malaysia,2021-10,17
2718,Ik Ga Zwemmen,Mart Hoogkamer,Netherlands,2021-08,17
2719,Bella,Wolfine,Mexico,2018-01,17
2720,no tears left to cry,Ariana Grande,Malaysia,2018-05,16
2721,Reggaetón Lento (Bailemos),CNCO,El Salvador,2017-01,16
2722,Dura,Daddy Yankee,El Salvador,2018-02,16
2723,Bella,Wolfine,Guatemala,2018-02,16
2724,Shayad,"Pritam, Arijit Singh",India,2020-06,16
2725,MORE & MORE,TWICE,Singapore,2020-06,16
2726,The Middle,"Zedd, Maren Morris, Grey",Singapore,2018-04,16
2727,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",Chile,2020-06,16
2728,Reggaetón Lento (Bailemos),CNCO,Guatemala,2017-01,16
2729,Otra vez (feat. J Balvin),Zion & Lennox,Colombia,2017-01,16
2730,Peo lõpp,5MIINUST,Estonia,2020-06,16
2731,Largado As Traças - Acústico,Zé Neto & Cristiano,Brazil,2018-04,16
2732,EVERY SINGLE DAY,FELIX SANDMAN,Sweden,2018-03,16
2733,God's Plan,Drake,Latvia,2018-04,16
2734,Bi Sonraki Hayatımda Gel,"Murda, Ezhel",Turkey,2020-05,16
2735,FRIENDS,"Marshmello, Anne-Marie",Austria,2018-03,16
2736,no tears left to cry,Ariana Grande,Singapore,2018-05,16
2737,Hayaan Mo Sila,"Ex Battalion, O.C. Dawgs",Philippines,2018-02,16
2738,God's Plan,Drake,Portugal,2018-04,16
2739,Despacito (Featuring Daddy Yankee),Luis Fonsi,Panama,2017-01,16
2740,Dura,Daddy Yankee,Honduras,2018-02,16
2741,Habitué,Dosseh,France,2018-05,16
2742,Shayad,"Pritam, Arijit Singh",India,2020-05,16
2743,Solo (feat. Demi Lovato),Clean Bandit,Finland,2018-06,16
2744,I Like It,"Cardi B, Bad Bunny, J Balvin",Greece,2018-06,16
2745,Better Now,Post Malone,Canada,2018-06,16
2746,God's Plan,Drake,Romania,2018-03,16
2747,X,"Nicky Jam, J Balvin",Paraguay,2018-03,16
2748,ภาพจำ,Pop Pongkool,Thailand,2018-03,16
2749,Breaking Me,"Topic, A7S",Portugal,2020-06,16
2750,In My Feelings,Drake,Slovakia,2018-07,16
2751,Kokain,"Bonez MC, RAF Camora, Gzuz",Austria,2018-10,16
2752,Relación,Sech,Honduras,2020-06,16
2753,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Panama,2018-10,16
2754,In My Feelings,Drake,Ireland,2018-07,16
2755,Vaina Loca,"Ozuna, Manuel Turizo",Peru,2018-08,16
2756,DDU-DU DDU-DU,BLACKPINK,Thailand,2018-06,16
2757,In My Mind,"Dynoro, Gigi D'Agostino",Germany,2018-07,16
2758,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Bolivia,2018-07,16
2759,Relación,Sech,Costa Rica,2020-06,16
2760,ROCKSTAR (feat. Roddy Ricch),DaBaby,Switzerland,2020-05,16
2761,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Guatemala,2018-07,16
2762,Ao Vivo E A Cores,"Matheus & Kauan, Anitta",Brazil,2018-08,16
2763,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Global,2019-01,16
2764,Wow.,Post Malone,Canada,2019-01,16
2765,Kung 'Di Rin Lang Ikaw,"December Avenue, Moira Dela Torre",Philippines,2019-01,16
2766,Wow.,Post Malone,Slovakia,2019-01,16
2767,Shallow,"Lady Gaga, Bradley Cooper",Poland,2019-01,16
2768,Vaina Loca,"Ozuna, Manuel Turizo",Dominican Republic,2018-08,16
2769,Wow.,Post Malone,Hungary,2019-01,16
2770,Eastside (with Halsey & Khalid),benny blanco,Singapore,2018-08,16
2771,Boy With Luv (feat. Halsey),BTS,Vietnam,2019-04,16
2772,bad guy,Billie Eilish,South Africa,2019-04,16
2773,ממה את מפחדת,"Eyal Golan, Benaia Barabi",Israel,2019-05,16
2774,Con Calma,"Daddy Yankee, Snow",Dominican Republic,2019-03,16
2775,Shallow,"Lady Gaga, Bradley Cooper",Hong Kong,2018-10,16
2776,Buwan,juan karlos,Philippines,2018-10,16
2777,Shallow,"Lady Gaga, Bradley Cooper",Iceland,2018-10,16
2778,7 rings,Ariana Grande,Indonesia,2019-03,16
2779,Shallow,"Lady Gaga, Bradley Cooper",Czech Republic,2018-10,16
2780,Secreto,"Anuel AA, KAROL G",Dominican Republic,2019-01,16
2781,Secreto,"Anuel AA, KAROL G",Panama,2019-01,16
2782,Ela É do Tipo,MC Kevin o Chris,Brazil,2019-05,16
2783,ZEZE (feat. Travis Scott & Offset),Kodak Black,United States,2018-10,16
2784,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Romania,2018-10,16
2785,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,Italy,2018-12,16
2786,Talk,"Khalid, Disclosure",New Zealand,2019-03,16
2787,Otro Trago,"Sech, Darell",Costa Rica,2019-07,16
2788,Rêves bizarres (feat. Damso),Orelsan,France,2018-11,16
2789,Calma - Remix,"Pedro Capó, Farruko",Colombia,2018-11,16
2790,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2018-12,16
2791,IL CIELO NELLA STANZA (feat. NSTASIA),Salmo,Italy,2018-11,16
2792,Dance Monkey,Tones And I,Romania,2019-10,16
2793,Señorita,"Shawn Mendes, Camila Cabello",Taiwan,2019-09,16
2794,Señorita,"Shawn Mendes, Camila Cabello",Hong Kong,2019-09,16
2795,Dance Monkey,Tones And I,Iceland,2019-11,16
2796,Roller,Apache 207,Germany,2019-09,16
2797,Ne reviens pas,"Gradur, Heuss L'enfoiré",France,2020-01,16
2798,Memories,Maroon 5,United Arab Emirates,2019-10,16
2799,Señorita,"Shawn Mendes, Camila Cabello",Hong Kong,2020-01,16
2800,Roller,Apache 207,Germany,2020-01,16
2801,ROXANNE,Arizona Zervas,United States,2019-11,16
2802,Intentions (feat. Quavo),Justin Bieber,Malaysia,2020-03,16
2803,Lettre à une femme,Ninho,France,2020-04,16
2804,Memories,Maroon 5,Taiwan,2019-10,16
