,title,artist,region,year,n,Rank
2103,Ohne mein Team,"Bonez MC, RAF Camora, Maxwell",Austria,2021,363,4
2104,Mood (feat. iann dior),24kGoldn,Austria,2021,362,5
2105,Roller,Apache 207,Austria,2021,361,6
2106,The Business,Tiësto,Austria,2021,361,7
2107,drivers license,Olivia Rodrigo,Austria,2021,351,8
2108,Save Your Tears,The Weeknd,Austria,2021,348,9
2109,Riptide,Vance Joy,Austria,2021,347,10
2110,500 PS,"Bonez MC, RAF Camora",Austria,2021,347,11
2111,Head & Heart (feat. MNEK),Joel Corry,Austria,2021,347,12
2112,you broke me first,Tate McRae,Austria,2021,346,13
2113,Astronaut In The Ocean,Masked Wolf,Austria,2021,344,14
2114,Paradise,"VIZE, Joker Bra, Leony",Austria,2021,342,15
2115,Levitating (feat. DaBaby),Dua Lipa,Austria,2021,339,16
2116,Ohne Dich,"KASIMIR1441, badmómzjay, WILDBWOYS",Austria,2021,338,17
2117,WITHOUT YOU,The Kid LAROI,Austria,2021,336,18
2118,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Austria,2021,332,19
2119,Another Love,Tom Odell,Austria,2021,329,20
2120,Dance Monkey,Tones And I,Belgium,2020,366,1
2121,Someone You Loved,Lewis Capaldi,Belgium,2020,366,2
2122,Shallow,"Lady Gaga, Bradley Cooper",Belgium,2020,366,3
2123,Blinding Lights,The Weeknd,Belgium,2020,366,4
2124,Roses - Imanbek Remix,SAINt JHN,Belgium,2020,366,5
2125,Ride It,Regard,Belgium,2020,365,6
2126,The Box,Roddy Ricch,Belgium,2020,365,7
2127,Before You Go,Lewis Capaldi,Belgium,2020,365,8
2128,Hoe Het Danst,"Marco Borsato, Armin van Buuren, Davina Michelle",Belgium,2020,365,9
2129,Africa,TOTO,Belgium,2020,365,10
2130,If the World Was Ending - feat. Julia Michaels,JP Saxe,Belgium,2020,364,11
2131,Falling,Trevor Daniel,Belgium,2020,364,12
2132,Lucid Dreams,Juice WRLD,Belgium,2020,364,13
2133,Lose Control,"MEDUZA, Becky Hill, Goodboys",Belgium,2020,364,14
2134,Memories,Maroon 5,Belgium,2020,364,15
2135,everything i wanted,Billie Eilish,Belgium,2020,364,16
2136,Don't Start Now,Dua Lipa,Belgium,2020,364,17
2137,bad guy,Billie Eilish,Belgium,2020,364,18
2138,Señorita,"Shawn Mendes, Camila Cabello",Belgium,2020,364,19
2139,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,Belgium,2020,364,20
2140,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,Brazil,2020,366,1
2141,Barzinho Aleatório - Ao Vivo,Zé Neto & Cristiano,Brazil,2020,366,2
2142,Briga Feia - Ao Vivo,Henrique & Juliano,Brazil,2020,366,3
2143,SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",Brazil,2020,366,4
2144,Don't Start Now,Dua Lipa,Brazil,2020,366,5
2145,S de Saudade,"Luíza & Maurílio, Zé Neto & Cristiano",Brazil,2020,366,6
2146,Cheirosa - Ao Vivo,Jorge & Mateus,Brazil,2020,366,7
2147,menina solta,GIULIA BE,Brazil,2020,366,8
2148,Supera - Ao Vivo,Marília Mendonça,Brazil,2020,366,9
2149,Dance Monkey,Tones And I,Brazil,2020,366,10
2150,Mentira - Ao Vivo,Felipe Araújo,Brazil,2020,366,11
2151,Bebe e Vem Me Procurar,Raí Saia Rodada,Brazil,2020,365,12
2152,Meu Abrigo,Melim,Brazil,2020,365,13
2153,Kenny G,Matuê,Brazil,2020,365,14
2154,Blinding Lights,The Weeknd,Brazil,2020,364,15
2155,Poesia Acústica #6: Era uma Vez,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak",Brazil,2020,364,16
2156,Amor de Fim de Noite,"Orochi, Papatinho",Brazil,2020,364,17
2157,Pupila,"ANAVITÓRIA, Vitor Kley",Brazil,2020,362,18
2158,Ouvi Dizer,Melim,Brazil,2020,358,19
2159,Graveto - Ao Vivo,Marília Mendonça,Brazil,2020,357,20
2160,Blinding Lights,The Weeknd,Bulgaria,2020,359,1
2161,The Box,Roddy Ricch,Bulgaria,2020,359,2
2162,SICKO MODE,Travis Scott,Bulgaria,2020,359,3
2163,Roses - Imanbek Remix,SAINt JHN,Bulgaria,2020,359,4
2164,OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",Bulgaria,2020,359,5
2165,HIGHEST IN THE ROOM,Travis Scott,Bulgaria,2020,359,6
2166,Lucid Dreams,Juice WRLD,Bulgaria,2020,357,7
2167,Piyan,Preslava,Bulgaria,2020,352,8
2168,Life Is Good (feat. Drake),Future,Bulgaria,2020,351,9
2169,Blueberry Faygo,Lil Mosey,Bulgaria,2020,317,10
2170,Falling,Trevor Daniel,Bulgaria,2020,316,11
2171,goosebumps,Travis Scott,Bulgaria,2020,310,12
2172,Don't Start Now,Dua Lipa,Bulgaria,2020,306,13
2173,Godzilla (feat. Juice WRLD),Eminem,Bulgaria,2020,300,14
2174,Dance Monkey,Tones And I,Bulgaria,2020,300,15
2175,Бели Нощи (feat. D3MO),Billy Hlapeto,Bulgaria,2020,292,16
2176,Paranoya,"Vanya, Medi",Bulgaria,2020,281,17
2177,Breaking Me,"Topic, A7S",Bulgaria,2020,266,18
2178,Someone You Loved,Lewis Capaldi,Bulgaria,2020,264,19
2179,Watermelon Sugar,Harry Styles,Bulgaria,2020,257,20
2180,Zrovna jí to najelo,"CA$HANOVA BULHAR, Labello",Czech Republic,2020,366,1
2181,Až na měsíc,"Viktor Sheen, Nik Tendo, Calin, Hasan",Czech Republic,2020,366,2
2182,Blinding Lights,The Weeknd,Czech Republic,2020,366,3
2183,Roses - Imanbek Remix,SAINt JHN,Czech Republic,2020,365,4
2184,Růže,"Calin, STEIN27",Czech Republic,2020,365,5
2185,Svaz ceskych bohemu,Wohnout,Czech Republic,2020,365,6
2186,Kytky z pumpy,Renne Dang,Czech Republic,2020,365,7
2187,HIGHEST IN THE ROOM,Travis Scott,Czech Republic,2020,365,8
2188,Pisnicka (feat. Pokac),"Pavel Callta, Pokáč",Czech Republic,2020,365,9
2189,Síla Starejch Vín,Skwor,Czech Republic,2020,365,10
2190,Plakala,DIVOKEJ BILL,Czech Republic,2020,365,11
2191,Ride It,Regard,Czech Republic,2020,365,12
2192,Someone You Loved,Lewis Capaldi,Czech Republic,2020,365,13
2193,Dance Monkey,Tones And I,Czech Republic,2020,365,14
2194,Before You Go,Lewis Capaldi,Czech Republic,2020,365,15
2195,Zlatíčka,Kapitán Demo,Czech Republic,2020,365,16
2196,Mráz,Viktor Sheen,Czech Republic,2020,364,17
2197,Believer,Imagine Dragons,Czech Republic,2020,364,18
2198,Shallow,"Lady Gaga, Bradley Cooper",Czech Republic,2020,364,19
2199,Sladká,Dorian,Czech Republic,2020,364,20
2200,Someone You Loved,Lewis Capaldi,Denmark,2019,365,1
2201,Shallow,"Lady Gaga, Bradley Cooper",Denmark,2019,363,2
2202,Love Someone,Lukas Graham,Denmark,2019,362,3
2203,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Denmark,2019,362,4
2204,Be Alright,Dean Lewis,Denmark,2019,359,5
2205,Ka Du Ik,Omar,Denmark,2019,357,6
2206,JUNGLE,MellemFingaMuzik,Denmark,2019,356,7
2207,when the party's over,Billie Eilish,Denmark,2019,354,8
2208,Sweet but Psycho,Ava Max,Denmark,2019,351,9
2209,Wow.,Post Malone,Denmark,2019,339,10
2210,Oui,"Sivas, NODE, Gilli",Denmark,2019,336,11
2211,Eastside (with Halsey & Khalid),benny blanco,Denmark,2019,332,12
2212,Let Me Down Slowly,Alec Benjamin,Denmark,2019,324,13
2213,Rum Bum Bum,NAVID,Denmark,2019,321,14
2214,AMG,MellemFingaMuzik,Denmark,2019,318,15
2215,Su Casa,"KESI, Gilli",Denmark,2019,314,16
2216,Paris,"Lord Siva, Vera",Denmark,2019,312,17
2217,Velsignet - Har Det Godt pt. 2,Ude Af Kontrol,Denmark,2019,308,18
2218,Sig Mig,Citybois,Denmark,2019,308,19
2219,Kom Over,KESI,Denmark,2019,307,20
2220,Roses - Imanbek Remix,SAINt JHN,Global,2020,366,1
2221,Someone You Loved,Lewis Capaldi,Global,2020,366,2
2222,Blinding Lights,The Weeknd,Global,2020,366,3
2223,Watermelon Sugar,Harry Styles,Global,2020,366,4
2224,Don't Start Now,Dua Lipa,Global,2020,366,5
2225,Dance Monkey,Tones And I,Global,2020,366,6
2226,Tusa,"KAROL G, Nicki Minaj",Global,2020,365,7
2227,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Global,2020,365,8
2228,The Box,Roddy Ricch,Global,2020,365,9
2229,Before You Go,Lewis Capaldi,Global,2020,365,10
2230,HIGHEST IN THE ROOM,Travis Scott,Global,2020,364,11
2231,Believer,Imagine Dragons,Global,2020,364,12
2232,Memories,Maroon 5,Global,2020,364,13
2233,Shallow,"Lady Gaga, Bradley Cooper",Global,2020,364,14
2234,Robbery,Juice WRLD,Global,2020,364,15
2235,Circles,Post Malone,Global,2020,364,16
2236,Adore You,Harry Styles,Global,2020,364,17
2237,Lucid Dreams,Juice WRLD,Global,2020,364,18
2238,Señorita,"Shawn Mendes, Camila Cabello",Global,2020,364,19
2239,bad guy,Billie Eilish,Global,2020,364,20
2240,Te Quiero Pa´Mi,"Don Omar, Zion & Lennox",Guatemala,2017,362,1
2241,Me llamas (feat. Maluma) - Remix,Piso 21,Guatemala,2017,362,2
2242,Chillax (feat. Ky-Mani Marley),Farruko,Guatemala,2017,362,3
2243,Vacaciones,Wisin,Guatemala,2017,362,4
2244,Dile Que Tu Me Quieres,Ozuna,Guatemala,2017,362,5
2245,Reggaetón Lento (Bailemos),CNCO,Guatemala,2017,362,6
2246,I Feel It Coming,"The Weeknd, Daft Punk",Guatemala,2017,362,7
2247,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)","Ozuna, Bad Bunny, Farruko, Ñengo Flow",Guatemala,2017,362,8
2248,Safari,"J Balvin, Pharrell Williams, BIA, Sky",Guatemala,2017,362,9
2249,Closer,"The Chainsmokers, Halsey",Guatemala,2017,362,10
2250,Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee",Guatemala,2017,362,11
2251,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,Guatemala,2017,362,12
2252,Traicionera,Sebastian Yatra,Guatemala,2017,362,13
2253,Otra vez (feat. J Balvin),Zion & Lennox,Guatemala,2017,362,14
2254,Me Rehúso,Danny Ocean,Guatemala,2017,362,15
2255,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino, El Chacal",Guatemala,2017,362,16
2256,Let Me Love You,"DJ Snake, Justin Bieber",Guatemala,2017,362,17
2257,One Dance,"Drake, WizKid, Kyla",Guatemala,2017,361,18
2258,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,Guatemala,2017,361,19
2259,Faded,Alan Walker,Guatemala,2017,361,20
2260,Girls Like You (feat. Cardi B),Maroon 5,Hong Kong,2019,365,1
2261,心淡,Joey Yung,Hong Kong,2019,365,2
2262,櫻花樹下,Hins Cheung,Hong Kong,2019,365,3
2263,Sweet but Psycho,Ava Max,Hong Kong,2019,365,4
2264,Perfect,Ed Sheeran,Hong Kong,2019,365,5
2265,突然好想你,Mayday,Hong Kong,2019,365,6
2266,羅生門,"Juno Mak, Kay Tse",Hong Kong,2019,365,7
2267,Shallow,"Lady Gaga, Bradley Cooper",Hong Kong,2019,365,8
2268,說謊,Yoga Lin,Hong Kong,2019,365,9
2269,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,Hong Kong,2019,365,10
2270,明年今日,Eason Chan,Hong Kong,2019,365,11
2271,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,Hong Kong,2019,365,12
2272,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Hong Kong,2019,365,13
2273,等你下課,"Jay Chou, Gary Yang",Hong Kong,2019,365,14
2274,Closer,"The Chainsmokers, Halsey",Hong Kong,2019,365,15
2275,心之科學,Joey Yung,Hong Kong,2019,365,16
2276,Without Me,Halsey,Hong Kong,2019,365,17
2277,囍帖街,Kay Tse,Hong Kong,2019,365,18
2278,時光機,Terence Siufay,Hong Kong,2019,365,19
2279,命硬,Justin Lo,Hong Kong,2019,365,20
2280,Sofa urtubörn,Hafdís Huld,Iceland,2021,334,1
2281,Ljós,Hafdís Huld,Iceland,2021,334,2
2282,Esjan,BRÍET,Iceland,2021,334,3
2283,Bíum bíum bambaló,Hafdís Huld,Iceland,2021,334,4
2284,Sofðu unga ástin mín,Hafdís Huld,Iceland,2021,334,5
2285,Óskasteinar,Hafdís Huld,Iceland,2021,334,6
2286,Fimm,BRÍET,Iceland,2021,334,7
2287,Litlar stjörnur,Hafdís Huld,Iceland,2021,334,8
2288,Dvel ég í draumahöll,Hafdís Huld,Iceland,2021,334,9
2289,Góða nótt,Hafdís Huld,Iceland,2021,333,10
2290,Ævintýralönd,Hafdís Huld,Iceland,2021,333,11
2291,Blinding Lights,The Weeknd,Iceland,2021,333,12
2292,Sólskin,Hafdís Huld,Iceland,2021,330,13
2293,Rómeó og Júlía,Bubbi Morthens,Iceland,2021,329,14
2294,Ef ástin er hrein (feat. GDRN),Jón Jónsson,Iceland,2021,320,15
2295,Bí bí og blaka,Hafdís Huld,Iceland,2021,317,16
2296,Spurningar (feat. Páll Óskar),Birnir,Iceland,2021,316,17
2297,Frost er úti fuglinn minn,Hafdís Huld,Iceland,2021,315,18
2298,Levitating (feat. DaBaby),Dua Lipa,Iceland,2021,310,19
2299,Sofðu,Hafdís Huld,Iceland,2021,309,20
2300,מסע,Eliad,Israel,2021,334,1
2301,אלוף העולם,Hanan Ben Ari,Israel,2021,334,2
2302,שקיעות אדומות,Eden Hason,Israel,2021,334,3
2303,Take You Dancing,Jason Derulo,Israel,2021,334,4
2304,נשמה שלי,Idan Rafael Haviv,Israel,2021,334,5
2305,Someone You Loved,Lewis Capaldi,Israel,2021,334,6
2306,עד מחר,Eviatar Banai,Israel,2021,334,7
2307,Mood (feat. iann dior),24kGoldn,Israel,2021,334,8
2308,עולם משוגע,"Tuna, Ravid Plotnik",Israel,2021,334,9
2309,תתארו לכם,Shlomo Artzi,Israel,2021,334,10
2310,Watermelon Sugar,Harry Styles,Israel,2021,334,11
2311,מישהו איתי כאן,Benaia Barabi,Israel,2021,334,12
2312,רסיסים,Raviv Kaner,Israel,2021,334,13
2313,ג'וני,Bar Tzabary,Israel,2021,334,14
2314,אם תרצי,Hanan Ben Ari,Israel,2021,334,15
2315,שלמים,Idan Rafael Haviv,Israel,2021,334,16
2316,על מה בנות חושבות בלילה,"Omer Adam, Doli & Penn",Israel,2021,334,17
2317,איך אפשר,Jane Bordeaux,Israel,2021,334,18
2318,אמן על הילדים,Hanan Ben Ari,Israel,2021,334,19
2319,Powerful,"Red Band, Full Trunk",Israel,2021,334,20
2320,飛行艇,King Gnu,Japan,2020,379,1
2321,白日,King Gnu,Japan,2020,379,2
2322,115万キロのフィルム,Official HIGE DANdism,Japan,2020,366,3
2323,インフェルノ,Mrs. GREEN APPLE,Japan,2020,366,4
2324,さよならエレジー,Masaki Suda,Japan,2020,366,5
2325,青と夏,Mrs. GREEN APPLE,Japan,2020,366,6
2326,まちがいさがし,Masaki Suda,Japan,2020,366,7
2327,Wasted Nights,ONE OK ROCK,Japan,2020,366,8
2328,ワタリドリ,[Alexandros],Japan,2020,366,9
2329,点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",Japan,2020,366,10
2330,ハルノヒ,Aimyon,Japan,2020,366,11
2331,Feel Special,TWICE,Japan,2020,366,12
2332,Lovers,sumika,Japan,2020,366,13
2333,紅蓮華,LiSA,Japan,2020,366,14
2334,Boy With Luv (feat. Halsey),BTS,Japan,2020,366,15
2335,Never Grow Up,CHANMINA,Japan,2020,366,16
2336,奏(かなで),Sukima Switch,Japan,2020,366,17
2337,Shape of You,Ed Sheeran,Japan,2020,366,18
2338,Walking with you,Novelbright,Japan,2020,366,19
2339,小さな恋のうた,MONGOL800,Japan,2020,366,20
2340,Blinding Lights,The Weeknd,Latvia,2021,334,1
2341,Levitating (feat. DaBaby),Dua Lipa,Latvia,2021,334,2
2342,Heat Waves,Glass Animals,Latvia,2021,333,3
2343,Sweater Weather,The Neighbourhood,Latvia,2021,333,4
2344,The Business,Tiësto,Latvia,2021,333,5
2345,No Role Modelz,J. Cole,Latvia,2021,333,6
2346,Daddy Issues,The Neighbourhood,Latvia,2021,332,7
2347,I Got Love,"MiyaGi & Endspiel, Rem Digga",Latvia,2021,330,8
2348,Watermelon Sugar,Harry Styles,Latvia,2021,325,9
2349,Riptide,Vance Joy,Latvia,2021,320,10
2350,Astronaut In The Ocean,Masked Wolf,Latvia,2021,316,11
2351,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,Latvia,2021,315,12
2352,Do I Wanna Know?,Arctic Monkeys,Latvia,2021,306,13
2353,Mood (feat. iann dior),24kGoldn,Latvia,2021,302,14
2354,Star Shopping,Lil Peep,Latvia,2021,292,15
2355,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",Latvia,2021,287,16
2356,Draugs mans,$ourJ,Latvia,2021,286,17
2357,Head & Heart (feat. MNEK),Joel Corry,Latvia,2021,284,18
2358,Roses - Imanbek Remix,SAINt JHN,Latvia,2021,276,19
2359,Another Love,Tom Odell,Latvia,2021,275,20
2360,Be Alright,Dean Lewis,Malaysia,2020,366,1
2361,7 rings,Ariana Grande,Malaysia,2020,366,2
2362,"10,000 Hours (with Justin Bieber)",Dan + Shay,Malaysia,2020,366,3
2363,I.F.L.Y.,Bazzi,Malaysia,2020,366,4
2364,Say You Won't Let Go,James Arthur,Malaysia,2020,366,5
2365,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Malaysia,2020,366,6
2366,Can We Kiss Forever?,"Kina, Adriana Proenza",Malaysia,2020,366,7
2367,Before You Go,Lewis Capaldi,Malaysia,2020,366,8
2368,Shallow,"Lady Gaga, Bradley Cooper",Malaysia,2020,366,9
2369,Mimpi (feat. Alif),"K-Clique, ALYPH",Malaysia,2020,366,10
2370,Too Good At Goodbyes,Sam Smith,Malaysia,2020,366,11
2371,Don't Start Now,Dua Lipa,Malaysia,2020,366,12
2372,It's You,Ali Gatie,Malaysia,2020,366,13
2373,ROXANNE,Arizona Zervas,Malaysia,2020,366,14
2374,Perfect,Ed Sheeran,Malaysia,2020,366,15
2375,Boy With Luv (feat. Halsey),BTS,Malaysia,2020,366,16
2376,Circles,Post Malone,Malaysia,2020,366,17
2377,Let Me Down Slowly,Alec Benjamin,Malaysia,2020,366,18
2378,Falling,Trevor Daniel,Malaysia,2020,366,19
2379,lovely (with Khalid),Billie Eilish,Malaysia,2020,366,20
2380,Culpable O No - Miénteme Como Siempre,Luis Miguel,Mexico,2019,365,1
2381,Lost on You,LP,Mexico,2019,365,2
2382,Seremos,El Bebeto,Mexico,2019,365,3
2383,Probablemente,Christian Nodal,Mexico,2019,365,4
2384,En Peligro de Extinción,La Adictiva Banda San José de Mesillas,Mexico,2019,365,5
2385,Devuélveme a mi chica,Hombres G,Mexico,2019,365,6
2386,Me Rehúso,Danny Ocean,Mexico,2019,365,7
2387,Calma - Remix,"Pedro Capó, Farruko",Mexico,2019,365,8
2388,Amigos Con Derechos,"Reik, Maluma",Mexico,2019,365,9
2389,No Te Contaron Mal,Christian Nodal,Mexico,2019,365,10
2390,Tu Postura,Banda MS de Sergio Lizárraga,Mexico,2019,365,11
2391,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,Mexico,2019,365,12
2392,Baby Girl (feat. Lalo Ebratt),Mario Bautista,Mexico,2019,365,13
2393,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Mexico,2019,365,14
2394,Adan y Eva,Paulo Londra,Mexico,2019,365,15
2395,Lamento Boliviano,Los Enanitos Verdes,Mexico,2019,365,16
2396,Nunca Es Suficiente,"Los Ángeles Azules, Natalia Lafourcade",Mexico,2019,365,17
2397,MIA (feat. Drake),Bad Bunny,Mexico,2019,365,18
2398,Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",Mexico,2019,365,19
2399,Me Dediqué a Perderte,Alejandro Fernández,Mexico,2019,365,20
2400,Caballero,Alejandro Fernández,Mexico,2020,366,1
2401,El Güero (Feat. Marca MP),Grupo Firme,Mexico,2020,366,2
2402,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Mexico,2020,366,3
2403,Vete,Bad Bunny,Mexico,2020,366,4
2404,Ahora Te Puedes Marchar,Luis Miguel,Mexico,2020,366,5
2405,Ya Me Enteré,Chayín Rubio,Mexico,2020,366,6
2406,Don't Start Now,Dua Lipa,Mexico,2020,366,7
2407,Prometiste,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",Mexico,2020,366,8
2408,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Mexico,2020,366,9
2409,No Te Contaron Mal,Christian Nodal,Mexico,2020,366,10
2410,El Roto - En Vivo,Grupo Firme,Mexico,2020,366,11
2411,La Incondicional,Luis Miguel,Mexico,2020,366,12
2412,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Mexico,2020,366,13
2413,Yo Ya No Vuelvo Contigo - En Vivo,"Lenin Ramírez, Grupo Firme",Mexico,2020,366,14
2414,Blinding Lights,The Weeknd,Mexico,2020,366,15
2415,Tusa,"KAROL G, Nicki Minaj",Mexico,2020,366,16
2416,Dance Monkey,Tones And I,Mexico,2020,366,17
2417,Callaita,"Bad Bunny, Tainy",Mexico,2020,366,18
2418,Me Dediqué a Perderte,Alejandro Fernández,Mexico,2020,366,19
2419,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Mexico,2020,366,20
2420,FLOUKA,"Tagne, Snor",Morocco,2021,334,1
2421,Africain,Stormy,Morocco,2021,334,2
2422,Arabi,Inkonnu,Morocco,2021,334,3
2423,Blinding Lights,The Weeknd,Morocco,2021,334,4
2424,love nwantiti (feat. ElGrande Toto) - North African Remix,"CKay, ElGrandeToto",Morocco,2021,334,5
2425,De9a De9a,Snor,Morocco,2021,334,6
2426,Nota,Dizzy DROS,Morocco,2021,334,7
2427,Machafouhach,Mouh Milano,Morocco,2021,334,8
2428,TKT,kouz1,Morocco,2021,334,9
2429,Lalala,Snor,Morocco,2021,334,10
2430,3arbouch,NORDO,Morocco,2021,334,11
2431,Nasa,"Snor, Tagne, Stormy",Morocco,2021,334,12
2432,L'baida mon amour,7ari,Morocco,2021,334,13
2433,Trap Roumi V2,kouz1,Morocco,2021,334,14
2434,Lewjah Tani,"Saad Lamjarred, Zouhair Bahaoui",Morocco,2021,334,15
2435,Mikasa,ElGrandeToto,Morocco,2021,334,16
2436,Fratello,"Tagne, Stormy, Khtek",Morocco,2021,334,17
2437,Zahri,Inkonnu,Morocco,2021,334,18
2438,Lmeryoula,"Don Bigg, Ihab Amir",Morocco,2021,333,19
2439,Ya Denya,NORDO,Morocco,2021,331,20
2440,Blinding Lights,The Weeknd,Norway,2020,365,1
2441,Before You Go,Lewis Capaldi,Norway,2020,364,2
2442,Roses - Imanbek Remix,SAINt JHN,Norway,2020,364,3
2443,Dance Monkey,Tones And I,Norway,2020,364,4
2444,If the World Was Ending - feat. Julia Michaels,JP Saxe,Norway,2020,364,5
2445,Someone You Loved,Lewis Capaldi,Norway,2020,364,6
2446,DANCE,"CLMD, Tungevaag",Norway,2020,363,7
2447,Bruises,Lewis Capaldi,Norway,2020,363,8
2448,Shallow,"Lady Gaga, Bradley Cooper",Norway,2020,363,9
2449,Breaking Me,"Topic, A7S",Norway,2020,361,10
2450,July,Noah Cyrus,Norway,2020,360,11
2451,Be Alright,Dean Lewis,Norway,2020,359,12
2452,lovely (with Khalid),Billie Eilish,Norway,2020,358,13
2453,everything i wanted,Billie Eilish,Norway,2020,358,14
2454,Valhalla,Ringnes-Ronny,Norway,2020,356,15
2455,Salt,Ava Max,Norway,2020,355,16
2456,Haugenstua,Herman Flesvig,Norway,2020,353,17
2457,when the party's over,Billie Eilish,Norway,2020,351,18
2458,Lucid Dreams,Juice WRLD,Norway,2020,345,19
2459,Svag,Victor Leksell,Norway,2020,344,20
2460,Surfer,be vis,Poland,2019,365,1
2461,Chłopaki nie płaczą,"Bedoes, Kubi Producent, Taco Hemingway",Poland,2019,365,2
2462,California,White 2115,Poland,2019,364,3
2463,8 kobiet - Remix,"TACONAFIDE, Quebonafide, Taco Hemingway, Bedoes",Poland,2019,364,4
2464,Delfin,"Bedoes, Kubi Producent, Koldi, Young Multi, Beteo",Poland,2019,364,5
2465,Trofea,Dawid Podsiadło,Poland,2019,364,6
2466,05:05,"Bedoes, Kubi Producent",Poland,2019,364,7
2467,Outside,"Kartky, HVZX",Poland,2019,364,8
2468,Płuca zlepione topami,Guzior,Poland,2019,364,9
2469,Bestia,Young Igi,Poland,2019,364,10
2470,Małomiasteczkowy,Dawid Podsiadło,Poland,2019,364,11
2471,Hinata,Szpaku,Poland,2019,364,12
2472,when the party's over,Billie Eilish,Poland,2019,364,13
2473,UA,Reto,Poland,2019,364,14
2474,Wiking,"Sarius, Gibbs",Poland,2019,363,15
2475,Początek,"Męskie Granie Orkiestra 2018, Kortez, Dawid Podsiadło, Krzysztof Zalewski",Poland,2019,363,16
2476,Fiji,Taco Hemingway,Poland,2019,363,17
2477,Najnowszy Klip,Dawid Podsiadło,Poland,2019,363,18
2478,Sweet but Psycho,Ava Max,Poland,2019,361,19
2479,Shallow,"Lady Gaga, Bradley Cooper",Poland,2019,360,20
2480,Jocelyn Flores,XXXTENTACION,Portugal,2018,365,1
2481,Salto Alto,Piruka,Portugal,2018,365,2
2482,Não Sinto,Wet Bed Gang,Portugal,2018,365,3
2483,Aleluia,"Wet Bed Gang, CHARLIE BEATS",Portugal,2018,365,4
2484,Mo Boy,Dillaz,Portugal,2018,365,5
2485,O Clima,"Lhast, Dillaz",Portugal,2018,364,6
2486,Believer,Imagine Dragons,Portugal,2018,364,7
2487,goosebumps,Travis Scott,Portugal,2018,364,8
2488,XO Tour Llif3,Lil Uzi Vert,Portugal,2018,364,9
2489,Thunder,Imagine Dragons,Portugal,2018,363,10
2490,Shape of You,Ed Sheeran,Portugal,2018,363,11
